row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2018 > Giá gốc VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > % sở hữu,1/1/2018 > % quyền biểu quyết,1/1/2018 > Giá gốc VND,1/1/2018 > Dự phòng VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > % sở hữu,numeric__1/1/2018 > % quyền biểu quyết,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Dự phòng VND
25,23 > 25,25,Công ty Xăng dầu Bắc Tây Nguyên,Gia Lai,100%,100%,113.800.000.000,-,(*),100%,100%,113.800.000.000,-,,,1.0,1.0,113800000000.0,,,1.0,1.0,113800000000.0,
26,23 > 26,26,Công ty Xăng dầu KV3 – Công ty TNHH MTV,Hải Phòng,100%,100%,111.300.000.000,-,(*),100%,100%,111.300.000.000,-,,,1.0,1.0,111300000000.0,,,1.0,1.0,111300000000.0,
27,27,27,Công ty Xăng dầu Hà Sơn Bình –,,,,,,,,,,,,,,,,,,,,,
,,,Công ty TNHH MTV,Hà Nội,100%,100%,108.500.000.000,-,(*),100%,100%,108.500.000.000,-,,,1.0,1.0,108500000000.0,,,1.0,1.0,108500000000.0,
28,27 > 28,28,Công ty Xăng dầu Phú Khánh,Khánh Hòa,100%,100%,107.000.000.000,-,(*),100%,100%,107.000.000.000,-,,,1.0,1.0,107000000000.0,,,1.0,1.0,107000000000.0,
29,27 > 29,29,Công ty Xăng dầu Hà Nami Ninh,Nam Đình,100%,100%,105.600.000.000,-,(*),100%,100%,105.600.000.000,-,,,1.0,1.0,105600000000.0,,,1.0,1.0,105600000000.0,
30,27 > 30,30,Công ty Xăng dầu Long An,Long An,100%,100%,105.200.000.000,-,(*),100%,100%,105.200.000.000,-,,,1.0,1.0,105200000000.0,,,1.0,1.0,105200000000.0,
31,27 > 31,31,Công ty TNHH MTV Xăng dầu Cà Mau,Cà Mau,100%,100%,98.800.000.000,-,(*),100%,100%,98.800.000.000,-,,,1.0,1.0,98800000000.0,,,1.0,1.0,98800000000.0,
32,27 > 32,32,Công ty Xăng dầu Bình Định,Bình Đình,100%,100%,87.600.000.000,-,(*),100%,100%,87.600.000.000,-,,,1.0,1.0,87600000000.0,,,1.0,1.0,87600000000.0,
33,27 > 33,33,Công ty Xăng dầu Hà Tĩnh,Hà Tĩnh,100%,100%,79.900.000.000,-,(*),100%,100%,79.900.000.000,-,,,1.0,1.0,79900000000.0,,,1.0,1.0,79900000000.0,
34,27 > 34,34,Công ty TNHH MTV Xăng dầu Nam Tây Nguyên,Đắc Lak,100%,100%,74.000.000.000,-,(*),100%,100%,74.000.000.000,-,,,1.0,1.0,74000000000.0,,,1.0,1.0,74000000000.0,
35,27 > 35,35,Công ty Xăng dầu Phú Thọ,Phú Thọ,100%,100%,71.100.000.000,-,(*),100%,100%,71.100.000.000,-,,,1.0,1.0,71100000000.0,,,1.0,1.0,71100000000.0,
36,27 > 36,36,Công ty Xăng dầu Bắc Thái,Thái Nguyên,100%,100%,69.300.000.000,-,(*),100%,100%,69.300.000.000,-,,,1.0,1.0,69300000000.0,,,1.0,1.0,69300000000.0,
37,27 > 37,37,Công ty Xăng dầu Thừa Thiên Huế,Huế,100%,100%,66.000.000.000,-,(*),100%,100%,66.000.000.000,-,,,1.0,1.0,66000000000.0,,,1.0,1.0,66000000000.0,
38,27 > 38,38,Công ty TNHH MTV Xăng dầu Tiền Giang,Tiền Giang,100%,100%,60.400.000.000,-,(*),100%,100%,60.400.000.000,-,,,1.0,1.0,60400000000.0,,,1.0,1.0,60400000000.0,
39,27 > 39,39,Công ty Xăng dầu Quảng Trị,Quảng Trị,100%,100%,57.000.000.000,-,(*),100%,100%,57.000.000.000,-,,,1.0,1.0,57000000000.0,,,1.0,1.0,57000000000.0,
40,27 > 40,40,Công ty Xăng dầu Quảng Bình,Quảng Bình,100%,100%,57.000.000.000,-,(*),100%,100%,57.000.000.000,-,,,1.0,1.0,57000000000.0,,,1.0,1.0,57000000000.0,
41,27 > 41,41,Công ty Xăng dầu Tuyên Quang,Tuyên Quang,100%,100%,48.000.000.000,-,(*),100%,100%,48.000.000.000,-,,,1.0,1.0,48000000000.0,,,1.0,1.0,48000000000.0,
