row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,31/12/2021,01/01/2021,numeric__Mã số,numeric__TM,numeric__31/12/2021,numeric__01/01/2021
Dự phòng phải thu ngắn hạn khó đòi (*),Dự phòng phải thu ngắn hạn khó đòi (*),Dự phòng phải thu ngắn hạn khó đòi (*),137,,(494.886.999),-,137.0,,-494886999.0,
Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,-,139.0,,,
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,5.7,323.240.777.933,113.981.952.131,140.0,57.0,323240777933.0,113981952131.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,323.240.777.933,113.981.952.131,141.0,,323240777933.0,113981952131.0
Dự phòng giảm giá hàng tồn kho (*),Dự phòng giảm giá hàng tồn kho (*),Dự phòng giảm giá hàng tồn kho (*),149,,-,-,149.0,,,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,138.553.276.605,62.944.742.246,150.0,,138553276605.0,62944742246.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,5.11,1.576.922.000,1.747.132.898,151.0,511.0,1576922000.0,1747132898.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,97.203.395.227,60.997.609.348,152.0,,97203395227.0,60997609348.0
Thuế và các khoản khác phải thu nhà nước,Thuế và các khoản khác phải thu nhà nước,Thuế và các khoản khác phải thu nhà nước,153,,39.772.959.378,200.000.000,153.0,,39772959378.0,200000000.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,14.076.362.440.255,13.477.187.694.967,200.0,,14076362440255.0,13477187694967.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,213.374.940.840,1.766.716.247.541,210.0,,213374940840.0,1766716247541.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,5.3,213.174.940.840,1.766.516.247.541,215.0,53.0,213174940840.0,1766516247541.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,5.5,200.000.000,200.000.000,216.0,55.0,200000000.0,200000000.0
Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),Dự phòng phải thu dài hạn khó đòi (*),219,,-,-,219.0,,,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,12.091.143.916.232,9.297.831.706.690,220.0,,12091143916232.0,9297831706690.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,5.9,12.034.264.543.748,9.264.509.538.088,221.0,59.0,12034264543748.0,9264509538088.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,32.603.049.161.795,22.149.884.347.490,222.0,,32603049161795.0,22149884347490.0
- Giá trị hao mòn lũy kế (*),- Giá trị hao mòn lũy kế (*),- Giá trị hao mòn lũy kế (*),223,,(20.568.784.618.047),(12.885.374.809.402),223.0,,-20568784618047.0,-12885374809402.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,5.10,56.879.372.484,33.322.168.602,227.0,510.0,56879372484.0,33322168602.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,69.040.181.323,45.950.656.941,228.0,,69040181323.0,45950656941.0
- Giá trị hao mòn lũy kế (*),- Giá trị hao mòn lũy kế (*),- Giá trị hao mòn lũy kế (*),229,,(12.160.808.839),(12.628.488.339),229.0,,-12160808839.0,-12628488339.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,5.8,107.109.270.310,73.293.454.647,240.0,58.0,107109270310.0,73293454647.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,898.025.842,1.053.494.656,241.0,,898025842.0,1053494656.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,106.211.244.468,72.239.959.991,242.0,,106211244468.0,72239959991.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,5.2,1.351.066.437.751,1.656.496.559.363,250.0,52.0,1351066437751.0,1656496559363.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,126.127.703.592,2.048.308.180.128,251.0,,126127703592.0,2048308180128.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,1.224.938.734.159,1.224.938.734.159,253.0,,1224938734159.0,1224938734159.0
Dự phòng giảm giá đầu tư tài chính dài hạn (*),Dự phòng giảm giá đầu tư tài chính dài hạn (*),Dự phòng giảm giá đầu tư tài chính dài hạn (*),254,,-,(1.616.750.354.924),254.0,,,-1616750354924.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,313.667.875.122,682.849.726.726,260.0,,313667875122.0,682849726726.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,5.11,143.928.644.477,230.646.707.382,261.0,511.0,143928644477.0,230646707382.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,5.17,-,315.008.195.744,262.0,517.0,,315008195744.0
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,169.739.230.645,137.194.823.600,263.0,,169739230645.0,137194823600.0
