row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tổng Tài sản,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tổng Tài sản,Tổng Tài sản,407.550,1.321.542,5.870.933,2.280.465,210.428,4.421.702,9.492.317,7.774.239,31.779.176,407550.0,1321542.0,5870933.0,2280465.0,210428.0,4421702.0,9492317.0,7774239.0,31779176.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,-,977.696,2.072.085,-,-,-,1.155,3.050.936,,,977696.0,2072085.0,,,,1155.0,3050936.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,,4.149.268,907.705,6.384.130,230.388,11.885.288,-,23.556.779,,,4149268.0,907705.0,6384130.0,230388.0,11885288.0,,23556779.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,-,-,-,-,,,,,,,,,
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,,-,-,-,,,,,,,,,
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,-,,-,-,-,,,,,,,,,
Các khoản nợ khác,Phát hành giấy tờ có giá > Các khoản nợ khác,Các khoản nợ khác,-,,823.798,-,-,,-,-,823.798,,,823798.0,,,,,,823798.0
Tổng Nợ phải trả,Phát hành giấy tờ có giá > Tổng Nợ phải trả,Tổng Nợ phải trả,-,-,5.950.762,2.979.790,6.384.130,230.388,11.885.288,1.155,27.431.513,,,5950762.0,2979790.0,6384130.0,230388.0,11885288.0,1155.0,27431513.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Phát hành giấy tờ có giá > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,407.550,1.321.542,(79.829),(699.325),(6.173.702),4.191.314,(2.392.971),7.773.084,4.347.663,407550.0,1321542.0,-79829.0,-699325.0,-6173702.0,4191314.0,-2392971.0,7773084.0,4347663.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Phát hành giấy tờ có giá > Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,(345.778),-,-,-,-,-,-,(345.778),,-345778.0,,,,,,,-345778.0
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Phát hành giấy tờ có giá > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",407.550,975.764,(79.829),(699.325),(6.173.702),4.191.314,(2.392.971),7.773.084,4.001.885,407550.0,975764.0,-79829.0,-699325.0,-6173702.0,4191314.0,-2392971.0,7773084.0,4001885.0
