row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản: > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,,113.063.505.679,(99.988.881.089),,9.0,,113063505679.0,-99988881089.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản: > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,,(1.196.715.936.595),487.501.568.131,,10.0,,-1196715936595.0,487501568131.0
"- Tăng, giảm các khoản phải trả","2. Điều chỉnh cho các khoản: > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,,133.016.616.966,(547.632.776.140),,11.0,,133016616966.0,-547632776140.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản: > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,,7.780.315.022,(30.425.251.708),,12.0,,7780315022.0,-30425251708.0
"- Tăng, giảm chứng khoán kinh doanh","2. Điều chỉnh cho các khoản: > - Tăng, giảm chứng khoán kinh doanh","- Tăng, giảm chứng khoán kinh doanh","- Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,V.19; V1.5,(51.560.933.394),(74.843.822.324),,14.0,,-51560933394.0,-74843822324.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,V.17,(173.871.765.201),(43.260.641.150),,15.0,,-173871765201.0,-43260641150.0
- Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > - Tiền thu khác từ hoạt động kinh doanh,- Tiền thu khác từ hoạt động kinh doanh,- Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
- Tiền chi khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > - Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,- Tiền chi khác cho hoạt động kinh doanh,17,V.22,(24.414.698.920),(20.645.301.841),,17.0,,-24414698920.0,-20645301841.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(796.907.915.219),291.412.336.062,,20.0,,-796907915219.0,291412336062.0
II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,V.9;V.10;V.11;V.13;VII,(56.915.555.433),(24.379.917.400),,21.0,,-56915555433.0,-24379917400.0
"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác","2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,V.9; V.10; V1.8,25.864.114.545,-,,22.0,,25864114545.0,
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,V.2a,(10.500.000.000),(16.500.000.000),,23.0,,-10500000000.0,-16500000000.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền tử hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,V.2a,9.000.000.000,13.505.000.000,,24.0,,9000000000.0,13505000000.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền tử hoạt động đầu tư > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,V.2b,(484.165.000.000),(200.000.000.000),,25.0,,-484165000000.0,-200000000000.0
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền tử hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,10.000.000.000,,26.0,,,10000000000.0
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền tử hoạt động đầu tư > 7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,V.5;V1.4,3.884.430.685,4.268.953.416,,27.0,,3884430685.0,4268953416.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền tử hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(512.832.010.203),(213.105.963.984),,30.0,,-512832010203.0,-213105963984.0
