row_label_raw,row_label_full,CHỈ TIỀU,Mã số,TM,Năm 2023,Năm 2022,numeric__Mã số,numeric__TM,numeric__Năm 2023,numeric__Năm 2022
"Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản: > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,(4.927.300.948),65.028.826.293,9.0,,-4927300948.0,65028826293.0
"Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản: > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,116.474.940,1.228.623.920,10.0,,116474940.0,1228623920.0
"Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản: > Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(20.411.747.315),21.339.656.258,11.0,,-20411747315.0,21339656258.0
"Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản: > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,24.825.796.110,2.149.489.154,12.0,,24825796110.0,2149489154.0
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(121.972.603),-,14.0,,-121972603.0,
Tiền thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > Tiền thuế thu nhập doanh nghiệp đã nộp,Tiền thuế thu nhập doanh nghiệp đã nộp,15,4.13,(6.000.000.000),(9.987.823.030),15.0,413.0,-6000000000.0,-9987823030.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,67.880.000,23.860.000,16.0,,67880000.0,23860000.0
Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(8.104.726.660),(7.714.496.661),17.0,,-8104726660.0,-7714496661.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,45.618.411.207,60.428.764.039,20.0,,45618411207.0,60428764039.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐvà các tài sản dài hạn khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐvà các tài sản dài hạn khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐvà các tài sản dài hạn khác",21,,(361.993.775.631),(22.728.396.055),21.0,,-361993775631.0,-22728396055.0
"2. Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 2. Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác","2. Tiền chi cho vay, mua các công cụ nợcủa các đơn vị khác",23,,(711.385.000.000),(1.129.530.000.000),23.0,,-711385000000.0,-1129530000000.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợcủa các đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợcủa các đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợcủa các đơn vị khác",24,,939.885.000.000,1.040.945.000.000,24.0,,939885000000.0,1040945000000.0
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,453.818.573.404,545.378.439.302,27.0,,453818573404.0,545378439302.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,320.324.797.773,434.065.043.247,30.0,,320324797773.0,434065043247.0
