row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen,,
Mua dịch vụ tổ chức sự kiện,Công ty TNHH Tổ chức biểu diễn Nghệ thuật và Hòa nhạc Quốc tế Hoa Sen > Mua dịch vụ tổ chức sự kiện,Mua dịch vụ tổ chức sự kiện,35.450.000.000,-,35450000000.0,
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,,
Thù lao,Thù lao,Thù lao,Thù lao,Thù lao,,
Ông Lê Phước Vũ – Chủ tịch,Thù lao > Ông Lê Phước Vũ – Chủ tịch,Ông Lê Phước Vũ – Chủ tịch,360.000.000,360.000.000,360000000.0,360000000.0
Ông Trần Ngọc Chu – Phó Chủ tịch,Thù lao > Ông Trần Ngọc Chu – Phó Chủ tịch,Ông Trần Ngọc Chu – Phó Chủ tịch,300.000.000,300.000.000,300000000.0,300000000.0
Ông Trần Quốc Trí – Thành viên,Thù lao > Ông Trần Quốc Trí – Thành viên,Ông Trần Quốc Trí – Thành viên,240.000.000,240.000.000,240000000.0,240000000.0
Ông Lý Văn Xuân – Thành viên,Thù lao > Ông Lý Văn Xuân – Thành viên,Ông Lý Văn Xuân – Thành viên,300.000.000,300.000.000,300000000.0,300000000.0
Ông Nguyễn Văn Luân – Thành viên,Thù lao > Ông Nguyễn Văn Luân – Thành viên,Ông Nguyễn Văn Luân – Thành viên,360.000.000,360.000.000,360000000.0,360000000.0
Ông Đình Việt Duy – Thành viên,Thù lao > Ông Đình Việt Duy – Thành viên,Ông Đình Việt Duy – Thành viên,300.000.000,300.000.000,300000000.0,300000000.0
