row_label_raw,row_label_full,8. PHẢI THU KHÁC,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
- Phải thu Công ty Cổ phần Viglacera Đông Triều,a) Ngắn hạn > - Phải thu Công ty Cổ phần Viglacera Đông Triều,- Phải thu Công ty Cổ phần Viglacera Đông Triều,3.319.055.336,(3.319.055.336),3.519.055.336,(3.519.055.336),3319055336.0,-3319055336.0,3519055336.0,-3519055336.0
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,40.298.199.012,(15.812.503.346),41.743.469.146,(14.367.051.130),40298199012.0,-15812503346.0,41743469146.0,-14367051130.0
,,,208.482.063.472,(28.886.847.977),185.291.765.493,(24.791.987.373),208482063472.0,-28886847977.0,185291765493.0,-24791987373.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",19.516.729.451,-,13.385.171.337,-,19516729451.0,,13385171337.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,225.874.288.244,-,172.740.476.969,-,225874288244.0,,172740476969.0,
- Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.3),b) Dài hạn > - Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.3),- Phải thu Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) (8.3),1.350.000.000,-,1.800.000.000,-,1350000000.0,,1800000000.0,
- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.4),b) Dài hạn > - Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.4),- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp (8.4),223.432.206.498,-,169.957.709.890,-,223432206498.0,,169957709890.0,
- Phải thu về các khoản khác,b) Dài hạn > - Phải thu về các khoản khác,- Phải thu về các khoản khác,1.092.081.746,-,982.767.079,-,1092081746.0,,982767079.0,
,,,245.391.017.695,-,186.125.648.306,-,245391017695.0,,186125648306.0,
c) Phải thu khác là các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 46),b) Dài hạn > c) Phải thu khác là các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 46),c) Phải thu khác là các bên liên quan (Xem thông tin chi tiết tại Thuyết minh 46),5.385.577.640,(5.325.765.336),5.585.577.640,(3.519.055.336),5385577640.0,-5325765336.0,5585577640.0,-3519055336.0
