row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),322.255,-,15.465.038,3.534.256,17.756.501,5.018.729,3.866.507,45.963.286,322255.0,,15465038.0,3534256.0,17756501.0,5018729.0,3866507.0,45963286.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,18.434.980,3.419.881,349.525.859,379.471.521,873.599.738,316.327.292,402.012.955,2.342.792.226,18434980.0,3419881.0,349525859.0,379471521.0,873599738.0,316327292.0,402012955.0,2342792226.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
"Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác",-,-,179.128.874,10.426.115,27.018.506,785.593,368.390,217.727.478,,,179128874.0,10426115.0,27018506.0,785593.0,368390.0,217727478.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,324.942.829,324.235.562,806.278.629,248.904.225,328.940,1.704.690.185,,,324942829.0,324235562.0,806278629.0,248904225.0,328940.0,1704690185.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,308.235,11.770,115.396,(1.521),(105.725),328.155,,,308235.0,11770.0,115396.0,-1521.0,-105725.0,328155.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,4.870,85.887,834.474,5.882.495,5.400.003,12.207.729,,,4870.0,85887.0,834474.0,5882495.0,5400003.0,12207729.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,5.021.754,20.399.840,118.653.544,2.646.281,42.765.317,189.486.736,,,5021754.0,20399840.0,118653544.0,2646281.0,42765317.0,189486736.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,27.667.612,6.465.956,15.143.379,3.748.582,536.027,53.561.556,,,27667612.0,6465956.0,15143379.0,3748582.0,536027.0,53561556.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,537.074.174,361.625.130,968.043.928,261.965.655,49.292.952,2.178.001.839,,,537074174.0,361625130.0,968043928.0,261965655.0,49292952.0,2178001839.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,18.434.980,3.419.881,(187.548.315),17.846.391,(94.444.190),54.361.637,352.720.003,164.790.387,18434980.0,3419881.0,-187548315.0,17846391.0,-94444190.0,54361637.0,352720003.0,164790387.0
