row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,4. Tài sản thiếu chờ xử lý,139,10,1.067.894.080,560.996.243,139.0,10.0,1067894080.0,560996243.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,2.816.746.572.329,2.116.642.713.460,140.0,11.0,2816746572329.0,2116642713460.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,2.816.746.572.329,2.116.642.713.460,141.0,,2816746572329.0,2116642713460.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,43.680.188.037,44.729.593.599,150.0,,43680188037.0,44729593599.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,43.042.333.528,43.626.588.708,151.0,12.0,43042333528.0,43626588708.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,679.179,-,152.0,,679179.0,
3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,3. Thuế và các khoản khácphải thu Nhà nước,153,15,637.175.330,1.103.004.891,153.0,15.0,637175330.0,1103004891.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,498.045.418.497,708.530.473.675,200.0,,498045418497.0,708530473675.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,25.327.846.311,20.841.475.040,210.0,,25327846311.0,20841475040.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,9,25.327.846.311,20.841.475.040,216.0,9.0,25327846311.0,20841475040.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,413.908.550.228,484.951.879.839,220.0,,413908550228.0,484951879839.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,13,205.305.008.346,192.581.923.667,221.0,13.0,205305008346.0,192581923667.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,366.644.007.032,323.732.078.905,222.0,,366644007032.0,323732078905.0
- Giá trị hao mòn lũy kẽ,- Giá trị hao mòn lũy kẽ,- Giá trị hao mòn lũy kẽ,223,,(161.338.998.686),(131.150.155.238),223.0,,-161338998686.0,-131150155238.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,14,208.603.541.882,292.369.956.172,227.0,14.0,208603541882.0,292369956172.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,213.344.195.473,295.745.366.571,228.0,,213344195473.0,295745366571.0
- Giá trị hao mòn lũy kẽ,- Giá trị hao mòn lũy kẽ,- Giá trị hao mòn lũy kẽ,229,,(4.740.653.591),(3.375.410.399),229.0,,-4740653591.0,-3375410399.0
III. Tài sản đó dang dài hạn,III. Tài sản đó dang dài hạn,III. Tài sản đó dang dài hạn,240,,7.532.817.898,6.279.408.722,240.0,,7532817898.0,6279408722.0
1. Chi phí xây dựng cơ bản đồ dang,1. Chi phí xây dựng cơ bản đồ dang,1. Chi phí xây dựng cơ bản đồ dang,242,16,7.532.817.898,6.279.408.722,242.0,16.0,7532817898.0,6279408722.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,,20.000.000.000,166.084.385.537,250.0,,20000000000.0,166084385537.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,17,20.000.000.000,20.000.000.000,251.0,17.0,20000000000.0,20000000000.0
2. Đầu tư vào công ty liên kết,2. Đầu tư vào công ty liên kết,2. Đầu tư vào công ty liên kết,252,18,,91.866.300.000,252.0,18.0,,91866300000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,19,395.271.613.400,395.271.613.400,253.0,19.0,395271613400.0,395271613400.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,7,(395.271.613.400),(341.053.527.863),254.0,7.0,-395271613400.0,-341053527863.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,31.276.204.060,30.373.324.537,260.0,,31276204060.0,30373324537.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,28.353.120.086,27.274.383.579,261.0,12.0,28353120086.0,27274383579.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,20,2.923.083.974,3.098.940.958,262.0,20.0,2923083974.0,3098940958.0
TỔNG CÔNG TÀI SẢN (270=100+200),TỔNG CÔNG TÀI SẢN (270=100+200),TỔNG CÔNG TÀI SẢN (270=100+200),270,,3.591.055.034.904,2.958.201.847.879,270.0,,3591055034904.0,2958201847879.0
