row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
30,24 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,718.552.947.246,538.036.540.711,,718552947246.0,538036540711.0
,,,,(2.032.692.494.642),(3.218.945.573.792),,-2032692494642.0,-3218945573792.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,19.344.741.896.766,15.486.593.648.206,,19344741896766.0,15486593648206.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,(18.457.596.579.379),(14.849.479.719.091),,-18457596579379.0,-14849479719091.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",(2.541.690.383.750),(1.000.656.667.100),,-2541690383750.0,-1000656667100.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,(1.654.545.066.363),(363.542.737.985),,-1654545066363.0,-363542737985.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,20.761.630.796,243.467.964.400,,20761630796.0,243467964400.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và các khoản tương đương tiền đầu năm 3,679.277.313.660,423.984.252.859,,679277313660.0,423984252859.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,13.386.372.291,11.825.096.401,,13386372291.0,11825096401.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và các khoản tương đương tiền cuối năm 3,713.425.316.747,679.277.313.660,,713425316747.0,679277313660.0
