row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
▪ Tiền gửi không kỳ hạn,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Cam"") > ▪ Tiền gửi không kỳ hạn",▪ Tiền gửi không kỳ hạn,(211.762),2.939,-211762.0,2939.0
▪ Điều chuyển vốn,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Cam"") > ▪ Điều chuyển vốn",▪ Điều chuyển vốn,3.832.950,3.484.500,3832950.0,3484500.0
▪ Lãi dự thu cho vay,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia(""SHB Cam"") > ▪ Lãi dự thu cho vay",▪ Lãi dự thu cho vay,7.327,28.181,7327.0,28181.0
Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,Công ty TNHH MTV Tài chính Ngân hàng TMCP,,
"Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")","Sài Gòn - Hà Nội (""SHB FC"")",,
▪ Góp vốn,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Góp vốn",▪ Góp vốn,1.000.000,1.000.000,1000000.0,1000000.0
▪ Đầu tư kỳ phiếu,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Đầu tư kỳ phiếu",▪ Đầu tư kỳ phiếu,-,(350.000),,-350000.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Tiền gửi không kỳ hạn và có kỳ hạn",▪ Tiền gửi không kỳ hạn và có kỳ hạn,(362.898),(13.609),-362898.0,-13609.0
▪ Cho vay,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Cho vay",▪ Cho vay,-,117.500,,117500.0
▪ Lãi dự thu cho vay,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Lãi dự thu cho vay",▪ Lãi dự thu cho vay,-,187,,187.0
▪ Lãi dự trả đầu tư kỳ phiếu và tiền gửi,"Sài Gòn - Hà Nội (""SHB FC"") > ▪ Lãi dự trả đầu tư kỳ phiếu và tiền gửi",▪ Lãi dự trả đầu tư kỳ phiếu và tiền gửi,(1.072),(18.257),-1072.0,-18257.0
Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,,
Công ty cổ phần Tập đoàn T&T,Công ty cổ phần Tập đoàn T&T,Công ty cổ phần Tập đoàn T&T,Công ty cổ phần Tập đoàn T&T,Công ty cổ phần Tập đoàn T&T,,
▪ Góp vốn,Công ty cổ phần Tập đoàn T&T > ▪ Góp vốn,▪ Góp vốn,(1.199.768),(1.199.768),-1199768.0,-1199768.0
▪ Tiền gửi không kỳ hạn,Công ty cổ phần Tập đoàn T&T > ▪ Tiền gửi không kỳ hạn,▪ Tiền gửi không kỳ hạn,(111.859),(112.476),-111859.0,-112476.0
▪ Lãi dự trả tiền gửi,Công ty cổ phần Tập đoàn T&T > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(518),(779),-518.0,-779.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,,
Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội,,
▪ Góp vốn,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Góp vốn,▪ Góp vốn,42.857,42.857,42857.0,42857.0
▪ Tiền gửi không kỳ hạn,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Tiền gửi không kỳ hạn,▪ Tiền gửi không kỳ hạn,(208.901),(184.931),-208901.0,-184931.0
▪ Lãi dự trả tiền gửi,Tổng Công ty cổ phần bảo hiểm Sài Gòn - Hà Nội > ▪ Lãi dự trả tiền gửi,▪ Lãi dự trả tiền gửi,(3.814),(4.339),-3814.0,-4339.0
