row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,68.932.500.000,97.273.160.000,,,68932500000.0,97273160000.0
32,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 32,32,Tiền chi mua lại cổ phiếu đã phát hành,,(2.094.000.000),-,,,-2094000000.0,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,,5.435.682.129.077,4.320.772.043.080,,,5435682129077.0,4320772043080.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,,(4.387.362.004.881),(3.647.003.259.254),,,-4387362004881.0,-3647003259254.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền chi trả cổ tức,,(343.875.424.770),(268.371.812.300),,,-343875424770.0,-268371812300.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,771.283.199.426,502.670.131.526,,,771283199426.0,502670131526.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,,(111.635.456.056),31.623.755.155,,,-111635456056.0,31623755155.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền đầu năm,3,206.721.179.629,175.208.552.187,,3.0,206721179629.0,175208552187.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,138.715.435,(111.127.713),,,138715435.0,-111127713.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền cuối năm,3,85.224.439.008,206.721.179.629,,3.0,85224439008.0,206721179629.0
