row_label_raw,row_label_full,col_0,Thuyết minh,2017 triệu VND,2016 triệu VND,numeric__Thuyết minh,numeric__2017 triệu VND,numeric__2016 triệu VND
Giảm/(Tăng) các khoản về kinh doanh chứng khoán (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các khoản về kinh doanh chứng khoán (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các khoản về kinh doanh chứng khoán (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(91.687)(35.914.379),(44.578)(30.948.992),,,
(Giảm)/Giảm các khoản cho vay khách hàng,(Giảm)/Giảm các khoản cho vay khách hàng,(Giảm)/Giảm các khoản cho vay khách hàng,,,,,,
Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng,Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng,Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng,"8, 12",(236.877)(10.156.232),(167.263)479.771,,,
(Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,,,,,
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Tăng)/Giảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Tăng)/Giảm các khoản nợ Chính phủ và NHNN,(Tăng)/Giảm các khoản nợ Chính phủ và NHNN,,185.923,(1.652.495),,185923.0,-1652495.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,19.690.987,5.163.649,,19690987.0,5163649.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,28.313.552,17.747.341,,28313552.0,17747341.0
(Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > (Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),(Giảm)/Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,1.199.594,5.508.227,,1199594.0,5508227.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,255.274,394.255,,255274.0,394255.0
Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,-,(100.011),,,-100011.0
(Giảm)/Tăng khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(363.487),46.377,,-363487.0,46377.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,6.631.972,(7.830.395),,6631972.0,-7830395.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(117.245),(173.680),,-117245.0,-173680.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,203.443,538.765,,203443.0,538765.0
"Tiền chỉ từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ từ thanh lý, nhượng bán TSCĐ","Tiền chỉ từ thanh lý, nhượng bán TSCĐ",,(16.229),-,,-16229.0,
"Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",,(12.857),-,,-12857.0,
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,15.000,44.380,,15000.0,44380.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2.816,2.127,,2816.0,2127.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,74.928,411.592,,74928.0,411592.0
