row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
Chi phí vận chuyển,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Chi phí vận chuyển,Chi phí vận chuyển,31.113.848.136,-,31113848136.0,
Bán khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Bán khác,Bán khác,20.713.740,-,20713740.0,
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Nghệ An > Mua khác,Mua khác,2.654.343.654,5.675.194.349,2654343654.0,5675194349.0
Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội -,Công ty TNHH Một Thành Viên Hoa Sen Nhơn Hội -,,
Bình Định,Bình Định,Bình Định,Bình Định,Bình Định,,
Bán hàng hóa và thành phẩm,Bình Định > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,8.720.363.728.904,3.037.350.943.346,8720363728904.0,3037350943346.0
Mua hàng hóa và thành phẩm,Bình Định > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,7.842.804.505.068,2.498.747.115.421,7842804505068.0,2498747115421.0
Bán tài sản cố định,Bình Định > Bán tài sản cố định,Bán tài sản cố định,494.268.668,-,494268668.0,
Hàng bán bị trả lại,Bình Định > Hàng bán bị trả lại,Hàng bán bị trả lại,-,89.818.330,,89818330.0
Trả lại hàng mua,Bình Định > Trả lại hàng mua,Trả lại hàng mua,1.879.028.959,1.767.576.138,1879028959.0,1767576138.0
Hàng mua được giảm giá,Bình Định > Hàng mua được giảm giá,Hàng mua được giảm giá,-,15.178.182,,15178182.0
Lợi nhuận được chia,Bình Định > Lợi nhuận được chia,Lợi nhuận được chia,756.039.601.281,-,756039601281.0,
Cung cấp dịch vụ vận chuyển,Bình Định > Cung cấp dịch vụ vận chuyển,Cung cấp dịch vụ vận chuyển,38.681.700,-,38681700.0,
Chi phí vận chuyển,Bình Định > Chi phí vận chuyển,Chi phí vận chuyển,2.371.469.850,-,2371469850.0,
Cung cấp dịch vụ gia công,Bình Định > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,47.546.401,-,47546401.0,
Chi phí gia công,Bình Định > Chi phí gia công,Chi phí gia công,144.483.750.356,40.363.221.505,144483750356.0,40363221505.0
Mua khác,Bình Định > Mua khác,Mua khác,1.223.005.802,741.525.153,1223005802.0,741525153.0
Bán khác,Bình Định > Bán khác,Bán khác,-,76.110.897,,76110897.0
Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,14.844.895.601,29.256.828.653,14844895601.0,29256828653.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,756.002.857.208,551.390.640.670,756002857208.0,551390640670.0
Mua tài sản cố định,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua tài sản cố định,Mua tài sản cố định,-,348.116.539,,348116539.0
Doanh thu từ cho thuê tài sản,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Doanh thu từ cho thuê tài sản,Doanh thu từ cho thuê tài sản,254.400.000,241.200.000,254400000.0,241200000.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Lợi nhuận được chia,Lợi nhuận được chia,155.962.216.359,-,155962216359.0,
Cung cấp dịch vụ gia công,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Cung cấp dịch vụ gia công,Cung cấp dịch vụ gia công,999.180,-,999180.0,
Đi thuê hoạt động,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Đi thuê hoạt động,Đi thuê hoạt động,166.000.000,216.000.000,166000000.0,216000000.0
Trả lại hàng mua/hàng mua được giảm giá,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Trả lại hàng mua/hàng mua được giảm giá,Trả lại hàng mua/hàng mua được giảm giá,26.197.280,50.822.590,26197280.0,50822590.0
Mua khác,Công ty TNHH Một Thành Viên Hoa Sen Hà Nam > Mua khác,Mua khác,-,47.299.914,,47299914.0
