row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
Phải trả thuê tài chính ngắn hạn,Phải trả thuê tài chính ngắn hạn,Phải trả thuê tài chính ngắn hạn,320,23.2,329.560.875.730,319.202.154.636,320.0,232.0,329560875730.0,319202154636.0
Dự phòng phải trả ngắn hạn (*),Dự phòng phải trả ngắn hạn (*),Dự phòng phải trả ngắn hạn (*),321,24,2.585.295.335.009,2.355.397.860.057,321.0,24.0,2585295335009.0,2355397860057.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,11.667.753.670,8.733.442.795,322.0,,11667753670.0,8733442795.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,67.977.087.199.599,48.690.158.107.472,330.0,,67977087199599.0,48690158107472.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,22,6.770.794.993.714,843.066.517.876,337.0,22.0,6770794993714.0,843066517876.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,338,23.1(b),39.883.863.616.253,26.769.280.039.951,338.0,,39883863616253.0,26769280039951.0
Phải trả thuê tài chính dài hạn,Phải trả thuê tài chính dài hạn,Phải trả thuê tài chính dài hạn,338,23.2,3.059.686.343.298,3.283.112.396.861,338.0,232.0,3059686343298.0,3283112396861.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,25,818.836.099.439,489.833.840.565,341.0,25.0,818836099439.0,489833840565.0
Dự phòng phải trả dài hạn (*),Dự phòng phải trả dài hạn (*),Dự phòng phải trả dài hạn (*),342,24,17.443.906.146.895,17.304.865.312.219,342.0,24.0,17443906146895.0,17304865312219.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,24.809.183.292.173,17.118.712.765.104,400.0,,24809183292173.0,17118712765104.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,26,24.809.183.292.173,17.118.712.765.104,410.0,26.0,24809183292173.0,17118712765104.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,5.916.113.340.000,5.416.113.340.000,411.0,,5916113340000.0,5416113340000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.916.113.340.000,5.416.113.340.000,,,5916113340000.0,5416113340000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,4.747.383.117.899,247.483.117.899,412.0,,4747383117899.0,247483117899.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,,1.325.923.939.939,780.330.086.948,417.0,,1325923939939.0,780330086948.0
"Lợi nhuận sau thuế (""LNST"") chưa phân phối","Lợi nhuận sau thuế (""LNST"") chưa phân phối","Lợi nhuận sau thuế (""LNST"") chưa phân phối",421,,12.775.221.416.068,10.652.687.447.061,421.0,,12775221416068.0,10652687447061.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,10.652.687.447.061,9.249.524.468.061,,,10652687447061.0,9249524468061.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,2.122.533.969.007,1.403.162.979.000,,,2122533969007.0,1403162979000.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,44.541.478.267,22.098.773.196,429.0,,44541478267.0,22098773196.0
TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,440,,139.391.011.113.158,99.315.254.784.593,440.0,,139391011113158.0,99315254784593.0
