row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,01/01/2023VND,numeric__col_1,numeric__31/12/2023VND,numeric__01/01/2023VND
Phải trả người bán ngắn hạn,Triển Đô Thị và Khu Công Nghiệp DIC > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,370.650.070.764,420.983.269.313,,370650070764.0,420983269313.0
Công ty TNHH Du lịch DIC,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Chi phí xây dựng,120.629.452.295,217.224.766.436,,120629452295.0,217224766436.0
Công ty CP Xây dựng DIC Holdings,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Chi phí xây dựng,110.346.045.083,18.153.147.923,,110346045083.0,18153147923.0
Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Chi phí xây dựng,85.652.711.720,122.203.119.069,,85652711720.0,122203119069.0
Công ty CP Đầu tư Phát triển Xây dựng Số 1,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,Chi phí môi giới,34.568.480.982,61.252.982.951,,34568480982.0,61252982951.0
Công ty Cổ phần Bất động sản D.I.C,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty Cổ phần Bất động sản D.I.C,Công ty Cổ phần Bất động sản D.I.C,Chi phí dịch vụ,19.284.216.110,1.161.132.144,,19284216110.0,1161132144.0
Công ty CP Đầu tư Phát triển,Triển Đô Thị và Khu Công Nghiệp DIC > Công ty CP Đầu tư Phát triển,Công ty CP Đầu tư Phát triển,Chuyển nhượng,169.164.574,570.592.790,,169164574.0,570592790.0
Phương Nam,Phương Nam,Phương Nam,khoản đầu tư,,,,,
Công ty CP Đầu tư Phát triển Xây dựng Du lịch Thế thao Vũng Tàu,Phương Nam > Công ty CP Đầu tư Phát triển Xây dựng Du lịch Thế thao Vũng Tàu,Công ty CP Đầu tư Phát triển Xây dựng Du lịch Thế thao Vũng Tàu,Chi phí dịch vụ,-,417.528.000,,,417528000.0
Người mua trả tiền trước ngắn hạn,Phương Nam > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,221.169.746.120,-,,221169746120.0,
Công ty CP Xây dựng DIC Holdings,Phương Nam > Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Bán hàng và cung cấp dịch vụ,172.454.594.804,-,,172454594804.0,
Công ty CP Đầu tư Phát triển Xây dựng Số 1,Phương Nam > Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,Bán hàng và cung cấp dịch vụ,48.715.151.316,-,,48715151316.0,
Phải trả ngắn hạn khác,Phương Nam > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,261.263.400.216,202.743.927.581,,261263400216.0,202743927581.0
Công ty TNHH Du Lịch DIC,Phương Nam > Công ty TNHH Du Lịch DIC,Công ty TNHH Du Lịch DIC,Ký quỹ,106.000.000.000,5.000.000.000,,106000000000.0,5000000000.0
Công ty CP Bất động sản DIC,Phương Nam > Công ty CP Bất động sản DIC,Công ty CP Bất động sản DIC,Ký quỹ,94.636.050.000,-,,94636050000.0,
Công ty CP Xây dựng DIC Holdings,Phương Nam > Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Thu hộ,56.761.504.000,35.869.256.400,,56761504000.0,35869256400.0
Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Phương Nam > Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Thu hộ,3.865.846.216,5.400.000.000,,3865846216.0,5400000000.0
Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Phương Nam > Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Mượn tiền,-,9.224.671.181,,,9224671181.0
Công ty CP Thủy Cung DIC,Phương Nam > Công ty CP Thủy Cung DIC,Công ty CP Thủy Cung DIC,Mượn tiền,-,147.250.000.000,,,147250000000.0
