row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2023,01/01/2023,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023,numeric__01/01/2023
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.15,17.212.900.543,12.754.156.880,153.0,,17212900543.0,12754156880.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.873.274.056.330,4.989.042.774.141,200.0,,3873274056330.0,4989042774141.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.381.153.760.509,2.381.153.760.509,210.0,,1381153760509.0,2381153760509.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,V.6,1.381.153.760.509,2.381.153.760.509,216.0,,1381153760509.0,2381153760509.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,148.900.181.999,44.859.175.901,220.0,,148900181999.0,44859175901.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,145.247.186.170,41.416.314.033,221.0,,145247186170.0,41416314033.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,188.964.845.274,85.546.407.054,222.0,,188964845274.0,85546407054.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(43.717.659.104),(44.130.093.021),223.0,,-43717659104.0,-44130093021.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.11,3.652.995.829,3.442.861.868,227.0,,3652995829.0,3442861868.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,3.929.239.600,3.689.239.600,228.0,,3929239600.0,3689239600.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(276.243.771),(246.377.732),229.0,,-276243771.0,-246377732.0
III. Bát động sản đầu tư,III. Bát động sản đầu tư,III. Bát động sản đầu tư,230,V.12,100.878.323.336,103.767.439.988,230.0,,100878323336.0,103767439988.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,144.455.832.878,144.455.832.878,231.0,,144455832878.0,144455832878.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(43.577.509.542),(40.688.392.890),232.0,,-43577509542.0,-40688392890.0
