row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2023_2,01/01/2023,01/01/2023_1,01/01/2023_2,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2023_2,numeric__01/01/2023,numeric__01/01/2023_1,numeric__01/01/2023_2
Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam (ii),Công Nghiệp DIC > Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam (ii),Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam (ii),-,-,-,"100,0",77.391.698.291,(7.092.542.586),,,,100.0,77391698291.0,-7092542586.0
Công ty CP Đầu tư Phát triển Thương mại DIC (iii),Công Nghiệp DIC > Công ty CP Đầu tư Phát triển Thương mại DIC (iii),Công ty CP Đầu tư Phát triển Thương mại DIC (iii),-,-,-,"98,67",29.600.000.000,(1.610.658.966),,,,98.67,29600000000.0,-1610658966.0
Đầu tư vào công ty liên kết,Công Nghiệp DIC > Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,447.522.688.500,(225.400.000.000),,447.522.688.500,(225.400.000.000),,447522688500.0,-225400000000.0,,447522688500.0,-225400000000.0
Công ty CP Đầu tư phát triển Phương Nam,Công Nghiệp DIC > Công ty CP Đầu tư phát triển Phương Nam,Công ty CP Đầu tư phát triển Phương Nam,"43,35",225.400.000.000,(225.400.000.000),"43,35",225.400.000.000,(225.400.000.000),43.35,225400000000.0,-225400000000.0,43.35,225400000000.0,-225400000000.0
Công ty CP Xây dựng DIC Holdings,Công Nghiệp DIC > Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,"35,89",171.602.184.500,-,"35,89",171.602.184.500,-,35.89,171602184500.0,,35.89,171602184500.0,
Công ty CP Bất động sản D.I.C,Công Nghiệp DIC > Công ty CP Bất động sản D.I.C,Công ty CP Bất động sản D.I.C,"42,68",19.938.000.000,-,"42,68",19.938.000.000,-,42.68,19938000000.0,,42.68,19938000000.0,
Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,Công Nghiệp DIC > Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,"36,00",30.582.504.000,-,"36,00",30.582.504.000,-,36.0,30582504000.0,,36.0,30582504000.0,
Đầu tư góp vốn vào đơn vị khác,Công Nghiệp DIC > Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,,21.769.594.112,(20.000.000.000),,61.974.545.019,(55.734.632.747),,21769594112.0,-20000000000.0,,61974545019.0,-55734632747.0
Công ty CP Cao su Phú Riềng – Kratie,Công Nghiệp DIC > Công ty CP Cao su Phú Riềng – Kratie,Công ty CP Cao su Phú Riềng – Kratie,"5,00",20.000.000.000,(20.000.000.000),"5,00",20.000.000.000,(20.000.000.000),5.0,20000000000.0,-20000000000.0,5.0,20000000000.0,-20000000000.0
Công ty CP Vina Đại Phước,Công Nghiệp DIC > Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,,1.610.000.000,-,,1.610.000.000,-,,1610000000.0,,,1610000000.0,
Công ty CP Đầu tư Phát triển Xây dựng Hội An,Công Nghiệp DIC > Công ty CP Đầu tư Phát triển Xây dựng Hội An,Công ty CP Đầu tư Phát triển Xây dựng Hội An,,159.594.112,-,,159.594.112,-,,159594112.0,,,159594112.0,
Công ty CP Đầu tư và Thương mại DIC,Công Nghiệp DIC > Công ty CP Đầu tư và Thương mại DIC,Công ty CP Đầu tư và Thương mại DIC,,-,-,"14,75",40.204.950.907,(35.734.632.747),,,,14.75,40204950907.0,-35734632747.0
Cộng,Công Nghiệp DIC > Cộng,Cộng,,2.569.989.015.907,(362.820.273.924),,2.833.435.196.872,(404.417.847.632),,2569989015907.0,-362820273924.0,,2833435196872.0,-404417847632.0
