row_label_raw,row_label_full,Tên,Địa chỉ,Ngành nghề kinh doanh,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết(%),numeric__Địa chỉ,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ quyền biểu quyết(%)
- Công ty cổ phần Ô tô Bắc Âu,Công ty con gián tiếp > - Công ty cổ phần Ô tô Bắc Âu,- Công ty cổ phần Ô tô Bắc Âu,Hồ Chí Minh,Dịch vụ thương mại,"52,60%","80,00%",,,0.526,0.8
- Công ty TNHH Ô tô Bắc Âu Sài Gòn,Công ty con gián tiếp > - Công ty TNHH Ô tô Bắc Âu Sài Gòn,- Công ty TNHH Ô tô Bắc Âu Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"52,60%","100,00%",,,0.526,1.0
- Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty con gián tiếp > - Công ty TNHH Ô tô Bắc Âu Hà Nội,- Công ty TNHH Ô tô Bắc Âu Hà Nội,Hà Nội,Dịch vụ thương mại,"71,42%","100,00%",,,0.7142000000000001,1.0
- Công ty cổ phần Dana,Công ty con gián tiếp > - Công ty cổ phần Dana,- Công ty cổ phần Dana,Đà Nẵng,Dịch vụ thương mại,"33,32%","59,83%",,,0.3332,0.5982999999999999
- Công ty cổ phần Dịch vụ Sài Gòn Ô tô,Công ty con gián tiếp > - Công ty cổ phần Dịch vụ Sài Gòn Ô tô,- Công ty cổ phần Dịch vụ Sài Gòn Ô tô,Hồ Chí Minh,Dịch vụ thương mại,"27,15%","52,05%",,,0.27149999999999996,0.5205
- Công ty cổ phần Sài Gòn Ngôi Sao,Công ty con gián tiếp > - Công ty cổ phần Sài Gòn Ngôi Sao,- Công ty cổ phần Sài Gòn Ngôi Sao,Hồ Chí Minh,Dịch vụ thương mại,"29,92%","57,35%",,,0.2992,0.5735
- Công ty cổ phần OtoS,Công ty con gián tiếp > - Công ty cổ phần OtoS,- Công ty cổ phần OtoS,Hồ Chí Minh,Dịch vụ thương mại,"42,18%","80,86%",,,0.4218,0.8086
- Công ty cổ phần Ô tô Tây Bắc Sài Gòn,Công ty con gián tiếp > - Công ty cổ phần Ô tô Tây Bắc Sài Gòn,- Công ty cổ phần Ô tô Tây Bắc Sài Gòn,Hồ Chí Minh,Dịch vụ thương mại,"52,12%","99,90%",,,0.5212,0.9990000000000001
- Công ty cổ phần Savico Hà Nội,Công ty con gián tiếp > - Công ty cổ phần Savico Hà Nội,- Công ty cổ phần Savico Hà Nội,Hà Nội,"Dịch vụ thương mại, Bất động sản","65,36%","99,90%",,,0.6536,0.9990000000000001
- Công ty TNHH Toyota Giải Phóng,Công ty con gián tiếp > - Công ty TNHH Toyota Giải Phóng,- Công ty TNHH Toyota Giải Phóng,Hà Nội,Dịch vụ thương mại,"33,39%","64,00%",,,0.33390000000000003,0.64
- Công ty cổ phần Savico Đà Nẵng,Công ty con gián tiếp > - Công ty cổ phần Savico Đà Nẵng,- Công ty cổ phần Savico Đà Nẵng,Đà Nẵng,"Dịch vụ thương mại, Bất động sản","36,52%","70,00%",,,0.3652,0.7
- Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,Công ty con gián tiếp > - Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,- Công ty cổ phần Đầu tư Đà Nẵng Sơn Trà,Đà Nẵng,Bất động sản,"51,27%","98,29%",,,0.5127,0.9829000000000001
- Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,Công ty con gián tiếp > - Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,- Công ty TNHH Xe và Thiết bị chuyên dùng Vĩnh Thịnh,Bình Phước,Dịch vụ thương mại,"28,69%","55,00%",,,0.2869,0.55
- Công ty cổ phần Ô tô Vĩnh Thịnh,Công ty con gián tiếp > - Công ty cổ phần Ô tô Vĩnh Thịnh,- Công ty cổ phần Ô tô Vĩnh Thịnh,Bình Dương,Dịch vụ thương mại,"46,95%","90,00%",,,0.46950000000000003,0.9
- Công ty TNHH Thương mại Dịch vụ Sài Gòn,Công ty con gián tiếp > - Công ty TNHH Thương mại Dịch vụ Sài Gòn,- Công ty TNHH Thương mại Dịch vụ Sài Gòn,Cần Thơ,Dịch vụ thương mại,"45,97%","88,12%",,,0.4597,0.8812000000000001
- Công ty TNHH Toyota Cần Thơ,Công ty con gián tiếp > - Công ty TNHH Toyota Cần Thơ,- Công ty TNHH Toyota Cần Thơ,Cần Thơ,Dịch vụ thương mại,"33,39%","64,00%",,,0.33390000000000003,0.64
- Công ty cổ phần Ô tô Sài Gòn Cửu Long,Công ty con gián tiếp > - Công ty cổ phần Ô tô Sài Gòn Cửu Long,- Công ty cổ phần Ô tô Sài Gòn Cửu Long,Cần Thơ,Dịch vụ thương mại,"43,91%","84,17%",,,0.4391,0.8417
- Công ty cổ phần Ô tô Nam Sông Hậu,Công ty con gián tiếp > - Công ty cổ phần Ô tô Nam Sông Hậu,- Công ty cổ phần Ô tô Nam Sông Hậu,Cần Thơ,Dịch vụ thương mại,"45,39%","87,00%",,,0.4539,0.87
- Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,Công ty con gián tiếp > - Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,- Công ty cổ phần Ô tô Bà Rịa Vũng Tàu,Bà Rịa - Vũng Tàu,Dịch vụ thương mại,"26,61%","51,00%",,,0.2661,0.51
