row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10.,09. > 10.,10.,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(2.551.017),723.199,,,-2551017.0,723199.0
11.,09. > 11.,11.,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,853,134,,,853.0,134.0
12.,09. > 12.,12.,(Tăng)/Giảm các khoản cho vay khách hàng,,(1.236.552),(4.007.651),,,-1236552.0,-4007651.0
13.,09. > 13.,13.,(Giảm)/Tăng nguồn dự phòng để bù đáp tổn thất các khoản,V.6,(425),(127.984),,,-425.0,-127984.0
14.,09. > 14.,14.,(Tăng)/Giảm khác về tài sản hoạt động,,(39.053),74.182,,,-39053.0,74182.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15.,Những thay đổi về công nợ hoạt động > 15.,15.,Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,-,(255.545),,,,-255545.0
16.,Những thay đổi về công nợ hoạt động > 16.,16.,"Tăng/(Giảm) tiền gửi, tiền vay các TCTD",,(3.127.335),4.288.435,,,-3127335.0,4288435.0
17.,Những thay đổi về công nợ hoạt động > 17.,17.,Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,9.096.925,3.714.615,,,9096925.0,3714615.0
18.,Những thay đổi về công nợ hoạt động > 18.,18.,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá được tính vào hoạt động tài chính),,(300.000),900.000,,,-300000.0,900000.0
19.,19.,19.,"Tăng/(Giảm) vốn tài trợ, ủy thác, đầu tư, cho vay mà TCTD phải chịu rủi",,-,-,,,,
20.,20.,20.,Tăng/(Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính,,-,-,,,,
21.,20. > 21.,21.,Tăng/(Giảm) khác về công nợ hoạt động,,49.969,(15.849),,,49969.0,-15849.0
22.,20. > 22.,22.,Chi từ các quỹ của TCTD,,(10.941),(16.043),,,-10941.0,-16043.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,20. > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,2.565.837,5.879.908,,,2565837.0,5879908.0
