row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Tổng Công ty Công nghiệp Xi măng Việt Nam,Công ty mẹ,Chi phí hỗ trợ,-,4.000.000.000,,,,4000000000.0
Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Bên liên quan,Chi phí vận chuyển,97.774.318.238,122.475.888.976,,,97774318238.0,122475888976.0
Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Bên liên quan,Bán xi măng,1.828.233.000,-,,,1828233000.0,
Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Bên liên quan,Nhận chuyển nhượng vốn góp,1.500.000.000,-,,,1500000000.0,
Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Công ty Cổ phần Vận tải Hà Tiên,Bên liên quan,Cung cấp dịch vụ,5.096.320,221.993.731,,,5096320.0,221993731.0
Chi nhánh Công ty TNHH Một thành viên Xi măng Vicem Hoàng Thạch – Xí nghiệp Tiêu thụ và Dịch vụ,Chi nhánh Công ty TNHH Một thành viên Xi măng Vicem Hoàng Thạch – Xí nghiệp Tiêu thụ và Dịch vụ,Chi nhánh Công ty TNHH Một thành viên Xi măng Vicem Hoàng Thạch – Xí nghiệp Tiêu thụ và Dịch vụ,Bên liên quan,Phí gia công xi măng,36.032.617.131,-,,,36032617131.0,
Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Bên liên quan,Mua thạch cao,34.286.304.019,16.079.808.773,,,34286304019.0,16079808773.0
Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Bên liên quan,Thu nhập cổ tức,420.000.000,280.000.000,,,420000000.0,280000000.0
Công ty TNHH Xi Măng Siam City Nhơn Trạch,Công ty TNHH Xi Măng Siam City Nhơn Trạch,Công ty TNHH Xi Măng Siam City Nhơn Trạch,Bên liên quan,Bán clinker,14.445.968.000,-,,,14445968000.0,
Công ty TNHH Siam City Cement Việt Nam,Công ty TNHH Siam City Cement Việt Nam,Công ty TNHH Siam City Cement Việt Nam,Bên liên quan,Bán cát và clinker,13.751.196.310,22.492.349.839,,,13751196310.0,22492349839.0
Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Bên liên quan,Chi phí vận chuyển,11.923.582.047,11.098.476.028,,,11923582047.0,11098476028.0
Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Bên liên quan,Cung cấp dịch vụ,36.724.544,36.944.272,,,36724544.0,36944272.0
