row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Quá hạn_3,Quá hạn_4,Quá hạn_5,Trong hạn,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Quá hạn_3,numeric__Quá hạn_4,numeric__Quá hạn_5,numeric__Trong hạn,numeric__Tổng
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,33.377.688,18.457.344,727.664.891,478.189.388,1.020.129.878,458.744.505,563.240.694,3.299.804.388,33377688.0,18457344.0,727664891.0,478189388.0,1020129878.0,458744505.0,563240694.0,3299804388.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,514.935.971,93.305.992,10.470.137,244.008,107.045,619.063.153,,,514935971.0,93305992.0,10470137.0,244008.0,107045.0,619063153.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,468.173.479,418.352.227,870.800.434,438.531.110,35.355,2.195.892.605,,,468173479.0,418352227.0,870800434.0,438531110.0,35355.0,2195892605.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(73.367),185.737,68.717,49.470,-,230.557,,,-73367.0,185737.0,68717.0,49470.0,,230557.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,268,129.874,873.492,6.227.503,4.811.932,12.043.069,,,268.0,129874.0,873492.0,6227503.0,4811932.0,12043069.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,5.834.712,19.535.052,120.666.114,21.185.769,57.886.127,225.107.774,,,5834712.0,19535052.0,120666114.0,21185769.0,57886127.0,225107774.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,9.621.827,14.949.651,24.918.384,674.306,521,50.164.689,,,9621827.0,14949651.0,24918384.0,674306.0,521.0,50164689.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,998.492.890,546.458.533,1.027.797.278,466.912.166,62.840.980,3.102.501.847,,,998492890.0,546458533.0,1027797278.0,466912166.0,62840980.0,3102501847.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,33.377.688,18.457.344,(270.827.999),(68.269.145),(7.667.400),(8.167.661),500.399.714,197.302.541,33377688.0,18457344.0,-270827999.0,-68269145.0,-7667400.0,-8167661.0,500399714.0,197302541.0
