row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2022_1,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2022_1
"Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa dược, dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa dược, dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sản phẩm hóa chất khác, thuốc, hóa dược, dược liệu, thiết bị y tế",1.086.396,"0,74",778.370,"0,66",1086396.0,0.74,778370.0,0.66
"Thương mại xăng, đầu, gas, khí đốt","Thương mại xăng, đầu, gas, khí đốt","Thương mại xăng, đầu, gas, khí đốt",4.645.331,"3,16",990.165,"0,83",4645331.0,3.16,990165.0,0.83
"Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xây dựng tổng hợp khác",7.426.527,"5,05",4.482.711,"3,78",7426527.0,5.05,4482711.0,3.78
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,2.978.469,"2,03",2.782.320,"2,34",2978469.0,2.03,2782320.0,2.34
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,3.519.426,"2,39",2.925.191,"2,46",3519426.0,2.39,2925191.0,2.46
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,683.712,"0,47",581.322,"0,49",683712.0,0.47,581322.0,0.49
"Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ăn uống, vui chơi giải trí",188.876,"0,13",151.226,"0,13",188876.0,0.13,151226.0,0.13
Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,Kinh doanh bất động sản và cơ sở hạ tầng,13.163.399,"8,96",10.386.690,"8,75",13163399.0,8.96,10386690.0,8.75
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,1.108.097,"0,75",769.794,"0,65",1108097.0,0.75,769794.0,0.65
"Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ, dịch vụ hành chính, hỗ trợ, giáo dục y tế, thông tin và truyền thông khác",4.087.884,"2,78",4.259.915,"3,59",4087884.0,2.78,4259915.0,3.59
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,91.464,"0,06",165.387,"0,14",91464.0,0.06,165387.0,0.14
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,7.281.125,"4,95",1.446.536,"1,22",7281125.0,4.95,1446536.0,1.22
Ngành khác,Ngành khác,Ngành khác,5.715.134,"3,89",5.490.900,"4,64",5715134.0,3.89,5490900.0,4.64
Cá nhân,Cá nhân,Cá nhân,39.125.168,"26,62",35.928.020,"30,27",39125168.0,26.62,35928020.0,30.27
,,,146.983.622,"100,00",118.710.746,"100,00",146983622.0,100.0,118710746.0,100.0
