row_label_raw,row_label_full,Chỉ tiêu,Quá hạn > Trên 3 tháng,Quá hạn > Đến 3 tháng,Trong hạn > Đến 1 tháng,Trong hạn > Từ 1 - 3 tháng,Trong hạn > Từ 3 - 12 tháng,Trong hạn > Từ 1 - 5 năm,Trong hạn > Trên 5 năm,Tổng,numeric__Quá hạn > Trên 3 tháng,numeric__Quá hạn > Đến 3 tháng,numeric__Trong hạn > Đến 1 tháng,numeric__Trong hạn > Từ 1 - 3 tháng,numeric__Trong hạn > Từ 3 - 12 tháng,numeric__Trong hạn > Từ 1 - 5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Tổng
Tổng Tài sản,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tổng Tài sản,Tổng Tài sản,431.416,993.314,38.068.857,5.057.508,53.764.828,15.074.177,7.582.495,120.972.594,431416.0,993314.0,38068857.0,5057508.0,53764828.0,15074177.0,7582495.0,120972594.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,-,2.089.135,-,-,-,-,2.089.135,,,2089135.0,,,,,2089135.0
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,11.678.441,527.155,1.900.000,-,-,14.105.596,,,11678441.0,527155.0,1900000.0,,,14105596.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,19.660.229,21.115.288,46.845.228,2.668.676,-,90.289.421,,,19660229.0,21115288.0,46845228.0,2668676.0,,90289421.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,8.625,-,-,-,-,8.625,,,8625.0,,,,,8625.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,-,-,,,,,,,,
Phát hành giấy tờ có giá,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro > Phát hành giấy tờ có giá",Phát hành giấy tờ có giá,-,-,-,95.000,1.050.000,-,1.000.000,2.145.000,,,,95000.0,1050000.0,,1000000.0,2145000.0
Các khoản nợ khác,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro > Các khoản nợ khác",Các khoản nợ khác,-,-,2.337.582,-,-,-,-,2.337.582,,,2337582.0,,,,,2337582.0
Tổng Nợ phải trả,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro > Tổng Nợ phải trả",Tổng Nợ phải trả,-,-,35.774.012,21.737.443,49.795.228,2.668.676,1.000.000,110.975.359,,,35774012.0,21737443.0,49795228.0,2668676.0,1000000.0,110975359.0
Mức chênh thanh khoản ròng,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro > Mức chênh thanh khoản ròng",Mức chênh thanh khoản ròng,431.416,993.314,2.294.845,(16.679.935),3.969.600,12.405.501,6.582.495,9.997.235,431416.0,993314.0,2294845.0,-16679935.0,3969600.0,12405501.0,6582495.0,9997235.0
