row_label_raw,row_label_full,col_0,Cho năm tài chính kết thúc ngày 31/12/2025 VND,Cho năm tài chính kết thúc ngày 31/12/2024 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2025 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2024 VND
Các khoản không chịu thuế,Các khoản điều chỉnh giảm > Các khoản không chịu thuế,Các khoản không chịu thuế,(47.962.967.427),(202.643.025.653),-47962967427.0,-202643025653.0
Tổng điều chỉnh đối với lợi nhuận trước thuế,Các khoản điều chỉnh giảm > Tổng điều chỉnh đối với lợi nhuận trước thuế,Tổng điều chỉnh đối với lợi nhuận trước thuế,(376.820.411.963),(339.159.040.640),-376820411963.0,-339159040640.0
"Thu nhập chịu thuế (""TNCT"") vốc tỉnh","Các khoản điều chỉnh giảm > Thu nhập chịu thuế (""TNCT"") vốc tỉnh","Thu nhập chịu thuế (""TNCT"") vốc tỉnh",3.177.610.860.166,2.324.012.436.656,3177610860166.0,2324012436656.0
- TNCT chịu thuế suất 10%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 10%,- TNCT chịu thuế suất 10%,2.986.371.851,2.752.762.115,2986371851.0,2752762115.0
- TNCT chịu thuế suất 20%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 20%,- TNCT chịu thuế suất 20%,3.174.624.488.315,2.321.259.674.541,3174624488315.0,2321259674541.0
Thuế TNDN ước tỉnh trong năm,Các khoản điều chỉnh giảm > Thuế TNDN ước tỉnh trong năm,Thuế TNDN ước tỉnh trong năm,635.223.534.848,464.527.211.119,635223534848.0,464527211119.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,138.810.496.300,106.661.599.279,138810496300.0,106661599279.0
Điều chính số thuế phải nộp của các năm trước,Các khoản điều chỉnh giảm > Điều chính số thuế phải nộp của các năm trước,Điều chính số thuế phải nộp của các năm trước,280.368.938,32.150.524,280368938.0,32150524.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh giảm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(535.127.299.773),(432.410.464.622),-535127299773.0,-432410464622.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,239.187.100.313,138.810.496.300,239187100313.0,138810496300.0
