row_label_raw,row_label_full,col_0,Mãsố,2017VND,2016VND,numeric__Mãsố,numeric__2017VND,numeric__2016VND
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,2.856.723.600,1.074.362.834,11.0,2856723600.0,1074362834.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,1.162.297.020,(11.120.215),12.0,1162297020.0,-11120215.0
,,,,(5.788.884.228),(6.670.196.056),,-5788884228.0,-6670196056.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(243.670.834.226),(341.607.638.890),14.0,-243670834226.0,-341607638890.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(249.459.718.454),(348.277.834.946),20.0,-249459718454.0,-348277834946.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định,Tiền chi mua sắm tài sản cố định,21,(813.454.280),-,21.0,-813454280.0,
Tiền chi đầu tư vào các công ty con và đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư vào các công ty con và đầu tư khác,Tiền chi đầu tư vào các công ty con và đầu tư khác,25,(3.111.990.000.000),(1.737.889.378.000),25.0,-3111990000000.0,-1737889378000.0
Tiền thu từ việc thanh lý khoản đầu tư vào một công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ việc thanh lý khoản đầu tư vào một công ty con,Tiền thu từ việc thanh lý khoản đầu tư vào một công ty con,26,3.111.773.952.459,-,26.0,3111773952459.0,
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,2.073.189.079.560,193.083.132.545,27.0,2073189079560.0,193083132545.0
Tiền thuần thu được từ việc sáp nhập (Thuyết minh 4),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thuần thu được từ việc sáp nhập (Thuyết minh 4),Tiền thuần thu được từ việc sáp nhập (Thuyết minh 4),28,8.015.384.053,-,28.0,8015384053.0,
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,2.080.174.961.792,(1.544.806.245.455),30.0,2080174961792.0,-1544806245455.0
