row_label_raw,row_label_full,Chỉ tiêu,Quá hạn,Không chịu lãi,Đến 1 tháng,Từ 1 đến 3 tháng,Từ 3 đến 6 tháng,Từ 6 đến 12 tháng,Từ 1 đến 5 năm,Trên 5 năm,Tổng,numeric__Quá hạn,numeric__Không chịu lãi,numeric__Đến 1 tháng,numeric__Từ 1 đến 3 tháng,numeric__Từ 3 đến 6 tháng,numeric__Từ 6 đến 12 tháng,numeric__Từ 1 đến 5 năm,numeric__Trên 5 năm,numeric__Tổng
Tổng Tài sản,Các công cụ tài chính phải sinh và các tài sản tài chính khác (*) > Tổng Tài sản,Tổng Tài sản,1.009.102,11.939.728,9.667.868,9.925.575,3.140.054,3.195.004,4.245.568,5.349.288,48.472.187,1009102.0,11939728.0,9667868.0,9925575.0,3140054.0,3195004.0,4245568.0,5349288.0,48472187.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,-,61.247,7.075.260,2.709.955,144.488,-,-,-,9.990.948,,61247.0,7075260.0,2709955.0,144488.0,,,,9990948.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,3.869.543,10.279.443,5.432.364,-,13.321.116,1.128.458,50,34.030.973,,3869543.0,10279443.0,5432364.0,,13321116.0,1128458.0,50.0,34030973.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,-,-,-,-,-,8.050,8.050,,,,,,,,8050.0,8050.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,-,-,-,-,-,113.884,113.884,,,,,,,,113884.0,113884.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,178.657,21.440,-,-,-,-,200.097,,,178657.0,21440.0,,,,,200097.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,668.726,-,-,-,-,-,-,668.726,,668726.0,,,,,,,668726.0
Tổng Nợ phải trả,Nợ phải trả > Tổng Nợ phải trả,Tổng Nợ phải trả,-,4.599.515,17.533.360,8.163.758,144.488,13.321.116,1.128.458,121.984,45.012.678,,4599515.0,17533360.0,8163758.0,144488.0,13321116.0,1128458.0,121984.0,45012678.0
Mức chênh lệch nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh lệch nhạy cảm với lãi suất nội bảng,Mức chênh lệch nhạy cảm với lãi suất nội bảng,1.009.102,7.340.213,(7.865.492),1.761.817,2.995.566,(10.126.111),3.117.110,5.227.304,3.459.509,1009102.0,7340213.0,-7865492.0,1761817.0,2995566.0,-10126111.0,3117110.0,5227304.0,3459509.0
Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng),-,-,-,-,-,-,-,-,-,,,,,,,,,
"Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Các cam kết ngoại bảng có tác động tới mức độ nhạy cảm với lãi suất của các tài sản và công nợ (ròng) > Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng","Mức chênh lệch nhạy cảm với lãi suất nội, ngoại bảng",1.009.102,7.340.213,(7.865.492),1.761.817,2.995.566,(10.126.111),3.117.110,5.227.304,3.459.509,1009102.0,7340213.0,-7865492.0,1761817.0,2995566.0,-10126111.0,3117110.0,5227304.0,3459509.0
