row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Cung cấp máy thiết bị,144.645.456,-,,,144645456.0,
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Thuê văn phòng,140.727.276,138.272.730,,,140727276.0,138272730.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Lãi vay,-,878.656.944,,,,878656944.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Lắp đặt hệ thống đo đếm,-,106.650.000,,,,106650000.0
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty con,Khác,645.704.973,86.802.568,,,645704973.0,86802568.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Dịch vụ xây dựng,2.406.480.055,9.060.948.110,,,2406480055.0,9060948110.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Lãi vay,1.749.451.029,1.368.849.778,,,1749451029.0,1368849778.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Thuê khu sản xuất,1.747.560.000,1.310.670.000,,,1747560000.0,1310670000.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Lợi nhuận chỉ trả cho Chủ sở hữu,1.242.613.776,-,,,1242613776.0,
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Lãi cho vay,221.364.272,122.045.948,,,221364272.0,122045948.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Thuê văn phòng,163.636.368,137.272.731,,,163636368.0,137272731.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Tiền điện,64.886.972,45.178.042,,,64886972.0,45178042.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,"Thuê máy móc, thiết bị",22.738.579,17.525.413,,,22738579.0,17525413.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Chi hộ,2.222.479,-,,,2222479.0,
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Nhượng bán tài sản cố định,-,1.149.207.429,,,,1149207429.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Tiền thường,-,345.000.000,,,,345000000.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Nhượng bán vật tư,-,170.165.254,,,,170165254.0
Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một Thành viên Xây lắp và Cơ điện Gia Lai,Công ty con,Khác,65.821.075,30.818.642,,,65821075.0,30818642.0
