row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12 năm 2021 triệu đồng,Ngày 31 tháng 12 năm 2020 (trình bày lại) triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2021 triệu đồng,numeric__Ngày 31 tháng 12 năm 2020 (trình bày lại) triệu đồng
Chứng khoán đầu tư giữ đến ngày đáo hạn,Dự phòng rủi ro cho vay các TCTD khác > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,2.586.832,2.586.778,122.0,2586832.0,2586778.0
Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro cho vay các TCTD khác > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.4,(119.153),(342.566),124.0,-119153.0,-342566.0
"Góp vốn, đầu tư dài hạn","Dự phòng rủi ro cho vay các TCTD khác > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,5.551.782,5.551.782,13.0,5551782.0,5551782.0
Đầu tư vào công ty con,Dự phòng rủi ro cho vay các TCTD khác > Đầu tư vào công ty con,Đầu tư vào công ty con,13.1,3.840.032,3.840.032,131.0,3840032.0,3840032.0
Vốn góp liên doanh,Dự phòng rủi ro cho vay các TCTD khác > Vốn góp liên doanh,Vốn góp liên doanh,13.2,1.688.788,1.688.788,132.0,1688788.0,1688788.0
Đầu tư dài hạn khác,Dự phòng rủi ro cho vay các TCTD khác > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,22.962,22.962,,22962.0,22962.0
Tài sản cố định,Dự phòng rủi ro cho vay các TCTD khác > Tài sản cố định,Tài sản cố định,,10.222.501,10.529.702,,10222501.0,10529702.0
Tài sản cố định hữu hình,Dự phòng rủi ro cho vay các TCTD khác > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,6.017.969,6.215.196,14.0,6017969.0,6215196.0
Nguyên giá tài sản cố định,Dự phòng rủi ro cho vay các TCTD khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,15.438.174,15.101.407,,15438174.0,15101407.0
Khẩu hao tài sản cố định,Dự phòng rủi ro cho vay các TCTD khác > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(9.420.205),(8.886.211),,-9420205.0,-8886211.0
Tài sản cố định vô hình,Dự phòng rủi ro cho vay các TCTD khác > Tài sản cố định vô hình,Tài sản cố định vô hình,15,4.204.532,4.314.506,15.0,4204532.0,4314506.0
Nguyên giá tài sản cố định,Dự phòng rủi ro cho vay các TCTD khác > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,6.478.776,6.259.326,,6478776.0,6259326.0
Hao mòn tài sản cố định,Dự phòng rủi ro cho vay các TCTD khác > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(2.274.244),(1.944.820),,-2274244.0,-1944820.0
Tài sản Có khác,Dự phòng rủi ro cho vay các TCTD khác > Tài sản Có khác,Tài sản Có khác,16,45.273.501,31.532.992,16.0,45273501.0,31532992.0
Các khoản phải thu,Dự phòng rủi ro cho vay các TCTD khác > Các khoản phải thu,Các khoản phải thu,16.1,32.811.819,21.226.646,161.0,32811819.0,21226646.0
"Các khoản lãi, phí phải thu","Dự phòng rủi ro cho vay các TCTD khác > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,9.566.114,7.530.992,,9566114.0,7530992.0
Tài sản Có khác,Dự phòng rủi ro cho vay các TCTD khác > Tài sản Có khác,Tài sản Có khác,16.2,2.936.274,2.815.950,162.0,2936274.0,2815950.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản > Có nội bằng khác,Có nội bằng khác,16.3,(40.706),(40.596),163.0,-40706.0,-40596.0
TỔNG TÀI SẢN,Các khoản dự phòng rủi ro cho các tài sản > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.515.618.388,1.327.990.837,,1515618388.0,1327990837.0
