row_label_raw,row_label_full,Chỉ tiêu,Mã số,30/6/2018(Trước điều chỉnh),Điều chỉnh hồi tố,30/6/2018(Sau điều chỉnh),numeric__Mã số,numeric__30/6/2018(Trước điều chỉnh),numeric__Điều chỉnh hồi tố,numeric__30/6/2018(Sau điều chỉnh)
9. Chỉ phí xây dựng cơ bản dở dang,TÀI SẢN > 9. Chỉ phí xây dựng cơ bản dở dang,9. Chỉ phí xây dựng cơ bản dở dang,242,302.604.702.299,70.786.364.479,373.391.066.778,242.0,302604702299.0,70786364479.0,373391066778.0
10. Dự phòng đầu tư tài chính dài hạn,TÀI SẢN > 10. Dự phòng đầu tư tài chính dài hạn,10. Dự phòng đầu tư tài chính dài hạn,254,(34.966.177.502),20.389.289.671,(14.576.887.831),254.0,-34966177502.0,20389289671.0,-14576887831.0
11. Chỉ phí trả trước dài hạn,TÀI SẢN > 11. Chỉ phí trả trước dài hạn,11. Chỉ phí trả trước dài hạn,261,722.819.542.097,2.484.819.060,725.304.361.157,261.0,722819542097.0,2484819060.0,725304361157.0
12. Tài sản thuế thu nhập hoãn lại,TÀI SẢN > 12. Tài sản thuế thu nhập hoãn lại,12. Tài sản thuế thu nhập hoãn lại,262,1.414.869.026,(1.164.052.104),250.816.922,262.0,1414869026.0,-1164052104.0,250816922.0
NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,NỘ PHẢI TRẢ VÀ NGUỒN VỐN,,,,
1. Phải trả người bán ngắn hạn,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,6.736.088.772.877,(27.677.699.975),6.708.411.072.902,311.0,6736088772877.0,-27677699975.0,6708411072902.0
2. Thuế và các khoản phải nộp Nhà nước,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 2. Thuế và các khoản phải nộp Nhà nước,2. Thuế và các khoản phải nộp Nhà nước,313,267.032.286.338,7.601.009.058,274.633.295.396,313.0,267032286338.0,7601009058.0,274633295396.0
3. Phải trả người lao động,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 3. Phải trả người lao động,3. Phải trả người lao động,314,74.293.837.845,32.622.367.566,106.916.205.411,314.0,74293837845.0,32622367566.0,106916205411.0
4. Chỉ phí phải trả ngắn hạn,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 4. Chỉ phí phải trả ngắn hạn,4. Chỉ phí phải trả ngắn hạn,315,1.985.987.736.725,6.882.858.564,1.992.870.595.289,315.0,1985987736725.0,6882858564.0,1992870595289.0
5. Phải trả ngắn hạn khác,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 5. Phải trả ngắn hạn khác,5. Phải trả ngắn hạn khác,319,1.526.703.608.099,1.259.107.615.279,2.785.811.223.378,319.0,1526703608099.0,1259107615279.0,2785811223378.0
6. Dự phòng phải trả ngắn hạn,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 6. Dự phòng phải trả ngắn hạn,6. Dự phòng phải trả ngắn hạn,321,824.232.374.285,(266.943.885.244),557.288.489.041,321.0,824232374285.0,-266943885244.0,557288489041.0
"7. Quỹ khen thưởng, phúc lợi","NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 7. Quỹ khen thưởng, phúc lợi","7. Quỹ khen thưởng, phúc lợi",322,123.607.926.685,8.057.368.970,131.665.295.655,322.0,123607926685.0,8057368970.0,131665295655.0
8. Dự phòng phải trả dài hạn,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 8. Dự phòng phải trả dài hạn,8. Dự phòng phải trả dài hạn,342,153.869.087.564,(23.281.042.069),130.588.045.495,342.0,153869087564.0,-23281042069.0,130588045495.0
9. Quỹ phát triển khoa học và công nghệ,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 9. Quỹ phát triển khoa học và công nghệ,9. Quỹ phát triển khoa học và công nghệ,343,170.731.936.753,(1.101.102.307),169.630.834.446,343.0,170731936753.0,-1101102307.0,169630834446.0
10. Vốn góp của chủ sở hữu,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 10. Vốn góp của chủ sở hữu,10. Vốn góp của chủ sở hữu,411,21.774.301.577.676,1.644.414.422.324,23.418.716.000.000,411.0,21774301577676.0,1644414422324.0,23418716000000.0
11. Chênh lệch đánh giá lại tài sản,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 11. Chênh lệch đánh giá lại tài sản,11. Chênh lệch đánh giá lại tài sản,416,-,(191.305.728.000),(191.305.728.000),416.0,,-191305728000.0,-191305728000.0
12. Chênh lệch tỷ giá hối đoái,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 12. Chênh lệch tỷ giá hối đoái,12. Chênh lệch tỷ giá hối đoái,417,-,(85.859.153.505),(85.859.153.505),417.0,,-85859153505.0,-85859153505.0
13. Quỹ đầu tư phát triển,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 13. Quỹ đầu tư phát triển,13. Quỹ đầu tư phát triển,418,1.659.875.709.098,(1.559.015.923.565),100.859.785.533,418.0,1659875709098.0,-1559015923565.0,100859785533.0
14. Lợi nhuận sau thuế chưa phân phối,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 14. Lợi nhuận sau thuế chưa phân phối,14. Lợi nhuận sau thuế chưa phân phối,421,1.293.053.584.792,(750.537.999.496),542.515.585.296,421.0,1293053584792.0,-750537999496.0,542515585296.0
15. Lợi ích của cố động không kiểm soát,NỘ PHẢI TRẢ VÀ NGUỒN VỐN > 15. Lợi ích của cố động không kiểm soát,15. Lợi ích của cố động không kiểm soát,429,2.269.243.993.989,1.002.689.352,2.270.246.683.341,429.0,2269243993989.0,1002689352.0,2270246683341.0
