row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2024,Năm 2023,numeric__Nội dung nghiệp vụ,numeric__Năm 2024,numeric__Năm 2023
,,,Lãi cho vay,7.142.810.842,1.233.850.100,,7142810842.0,1233850100.0
,,,Gốc đi vay,21.847.000.000,-,,21847000000.0,
,,,Hoàn trả gốc đi vay,21.847.000.000,-,,21847000000.0,
,,,Lãi đi vay,234.112.877,-,,234112877.0,
,,,Cung cấp dịch vụ,29.110.000,14.327.000.000,,29110000.0,14327000000.0
,,,Thanh lý TSCĐ,16.969.698,-,,16969698.0,
,,,Lãi trái phiếu,395.890.411,-,,395890411.0,
,,,Chi phí phát hành trái phiếu,33.154.567.075,-,,33154567075.0,
Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Thoái vốn,-,48.016.800.000,,,48016800000.0
Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Góp vốn HTKD,-,44.400.000.000,,,44400000000.0
Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Công ty Cổ phần Đầu tư Xây dựng Long An - IDICO,Lãi phạt vi phạm hợp đồng,-,21.137.765.084,,,21137765084.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Gốc đi vay,99.500.000.000,168.600.000.000,,99500000000.0,168600000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Hoàn trả gốc đi vay,349.920.000.000,72.100.000.000,,349920000000.0,72100000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Lãi đi vay,30.619.301.932,3.905.849.315,,30619301932.0,3905849315.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Lãi cho vay,860.350.686,425.473.973,,860350686.0,425473973.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Mua dịch vụ,3.537.642.000,6.804.496.000,,3537642000.0,6804496000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cung cấp dịch vụ,1.372.096.818,38.100.000,,1372096818.0,38100000.0
