row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
Công ty Cổ phần Dầu nhơn PVOII,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dầu nhơn PVOII,Công ty Cổ phần Dầu nhơn PVOII,5.332.727.296,1.593.286.621,5332727296.0,1593286621.0
Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,Công ty TNHH Dịch vụ Kỹ thuật Dầu khí biến PVD,3.812.425.000,3.822.870.000,3812425000.0,3822870000.0
Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí,Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí,3.365.034.437,329.014.000,3365034437.0,329014000.0
Công ty CP Dịch Vụ - Vận Tài Dầu khí Cửu Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty CP Dịch Vụ - Vận Tài Dầu khí Cửu Long,Công ty CP Dịch Vụ - Vận Tài Dầu khí Cửu Long,3.363.903.351,-,3363903351.0,
Công ty Cổ phần Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,Công ty Cổ phần Giải pháp công nghệ kiểm tra không phá hủy dầu khí Việt Nam PV EIC,3.220.032.727,2.148.900.000,3220032727.0,2148900000.0
Chí nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,Chí nhánh Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam - Công ty Dịch vụ Dầu khí Đà Nẵng,3.047.674.772,4.004.870.287,3047674772.0,4004870287.0
Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển Chế biến Dầu khí,2.688.055.957,516.811.721,2688055957.0,516811721.0
Công ty Cổ phần Xăng dầu Dầu khí Miễn Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Xăng dầu Dầu khí Miễn Trung,Công ty Cổ phần Xăng dầu Dầu khí Miễn Trung,2.661.572.226,2.250.541.578,2661572226.0,2250541578.0
Công ty Cổ phần Vận tài Xăng dầu Phương Nam,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Vận tài Xăng dầu Phương Nam,Công ty Cổ phần Vận tài Xăng dầu Phương Nam,1.877.761.540,16.745.513.960,1877761540.0,16745513960.0
Công ty Cổ phần Vận tài Dầu khí Đông Dương,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Vận tài Dầu khí Đông Dương,Công ty Cổ phần Vận tài Dầu khí Đông Dương,1.796.167.400,2.103.868.620,1796167400.0,2103868620.0
Tộp đoàn Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Tộp đoàn Dầu khí Việt Nam,Tộp đoàn Dầu khí Việt Nam,1.566.032.964,1.712.175.500,1566032964.0,1712175500.0
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt,1.451.822.960,-,1451822960.0,
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,1.260.044.000,-,1260044000.0,
Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,1.085.292.846,1.942.287.549,1085292846.0,1942287549.0
Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Giá trị hàng mua và dịch vụ cung cấp > Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Tổng Công ty Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,805.932.000,-,805932000.0,
Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyễn giao Công nghệ,Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyễn giao Công nghệ,Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Ứng dụng và Chuyễn giao Công nghệ,733.501.250,4.636.325.000,733501250.0,4636325000.0
Chí nhánh Việt dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Việt dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),Chí nhánh Việt dầu khí Việt Nam-Trung tâm nghiên cứu Kinh tế & Quản lý dầu khí (EMC),724.948.032,-,724948032.0,
Công ty Cổ phần Giám định Năng lượng Việt Nam Miễn Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Giám định Năng lượng Việt Nam Miễn Trung,Công ty Cổ phần Giám định Năng lượng Việt Nam Miễn Trung,641.421.000,623.466.000,641421000.0,623466000.0
Công ty Cổ phần Đào tạo Kỹ thuật PVD,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Đào tạo Kỹ thuật PVD,Công ty Cổ phần Đào tạo Kỹ thuật PVD,596.720.000,1.358.339.492,596720000.0,1358339492.0
Trường Đại học Dầu khí Việt Nam,Giá trị hàng mua và dịch vụ cung cấp > Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,139.020.025,1.373.178.437,139020025.0,1373178437.0
Công ty Cổ phần Dịch vụ Vận tài Dầu khí Cửu Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Dịch vụ Vận tài Dầu khí Cửu Long,Công ty Cổ phần Dịch vụ Vận tài Dầu khí Cửu Long,82.250.000,404.741.500,82250000.0,404741500.0
Trường Cao đẳng Nghĩe Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Trường Cao đẳng Nghĩe Dầu khí,Trường Cao đẳng Nghĩe Dầu khí,60.000.000,200.000.000,60000000.0,200000000.0
Chí nhánh Việt Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Việt Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,Chí nhánh Việt Dầu khí - Trung tâm Đào tạo và Thông tin Dầu khí,54.000.000,16.590.909,54000000.0,16590909.0
Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,Chí nhánh Việt Dầu khí Việt Nam - Trung tâm Nghiên cứu và Phát triển An toàn và Môi trường Dầu khí,-,2.981.001.054,,2981001054.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn,-,1.970.665.800,,1970665800.0
Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miễn Trung,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miễn Trung,Công ty Cổ phần Xăng dầu Dầu khí PV OIL Miễn Trung,-,1.890.699.230,,1890699230.0
Công ty Cổ phần Chứng khoán Dầu khí,Giá trị hàng mua và dịch vụ cung cấp > Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,-,250.000.000,,250000000.0
Công ty Bảo hiểm PVI Đồng Đô,Giá trị hàng mua và dịch vụ cung cấp > Công ty Bảo hiểm PVI Đồng Đô,Công ty Bảo hiểm PVI Đồng Đô,-,23.925.796,,23925796.0
Công ty Bảo hiểm PVI Thắng Long,Giá trị hàng mua và dịch vụ cung cấp > Công ty Bảo hiểm PVI Thắng Long,Công ty Bảo hiểm PVI Thắng Long,-,11.064.850,,11064850.0
