row_label_raw,row_label_full,col_0,31/12/2017 > Tỷ lệ %sở hữu,31/12/2017 > Tỷ lệ %quyền biểu quyết,31/12/2017 > Giá gốcVND,31/12/2017 > Dự phòngVND,31/12/2017 > Giá trị hợp lýVND,31/12/2017 > Tỷ lệ %sở hữu_1,1/1/2017 > Tỷ lệ %quyền biểu quyết,1/1/2017 > Giá gốcVND,1/1/2017 > Dự phòngVND,numeric__31/12/2017 > Tỷ lệ %sở hữu,numeric__31/12/2017 > Tỷ lệ %quyền biểu quyết,numeric__31/12/2017 > Giá gốcVND,numeric__31/12/2017 > Dự phòngVND,numeric__31/12/2017 > Giá trị hợp lýVND,numeric__31/12/2017 > Tỷ lệ %sở hữu_1,numeric__1/1/2017 > Tỷ lệ %quyền biểu quyết,numeric__1/1/2017 > Giá gốcVND,numeric__1/1/2017 > Dự phòngVND
• Công ty CP Nội Thất Hòa Phát,▪ Công ty con > • Công ty CP Nội Thất Hòa Phát,• Công ty CP Nội Thất Hòa Phát,"99,60%","99,60%",398.400.000.000,-,,"99,60%","99,60%",398.400.000.000,-,0.996,0.996,398400000000.0,,,0.996,0.996,398400000000.0,
• Công ty TNHH Diện Lạnh Hòa Phát,▪ Công ty con > • Công ty TNHH Diện Lạnh Hòa Phát,• Công ty TNHH Diện Lạnh Hòa Phát,"99,67%","99,67%",149.500.000.000,-,,"99,67%","99,67%",149.500.000.000,-,0.9967,0.9967,149500000000.0,,,0.9967,0.9967,149500000000.0,
• Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (v),▪ Công ty con > • Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (v),• Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát (v),"99,67%","99,67%",598.000.000.000,-,,"99,67%","99,67%",299.000.000.000,-,0.9967,0.9967,598000000000.0,,,0.9967,0.9967,299000000000.0,
• Công ty CP Golden Gain Việt Nam (vi),▪ Công ty con > • Công ty CP Golden Gain Việt Nam (vi),• Công ty CP Golden Gain Việt Nam (vi),-,-,-,-,,"99,94%","99,94%",960.539.226.533,-,,,,,,0.9994,0.9994,960539226533.0,
• Công ty CP Phát triển Nông nghiệp Hòa Phát (vii),▪ Công ty con > • Công ty CP Phát triển Nông nghiệp Hòa Phát (vii),• Công ty CP Phát triển Nông nghiệp Hòa Phát (vii),"99,99%","99,99%",2.879.850.000.000,-,,"99,99%","99,99%",2.092.500.000.000,-,0.9998999999999999,0.9998999999999999,2879850000000.0,,,0.9998999999999999,0.9998999999999999,2092500000000.0,
,,,,,26.045.704.800.000,-,,,,11.158.244.026.533,(93.386.346.727),,,26045704800000.0,,,,,11158244026533.0,-93386346727.0
▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,▪ Công ty liên kết,,,,,,,,,
• Công ty CP Khai khoáng Hòa Phát SSG (viii),▪ Công ty liên kết > • Công ty CP Khai khoáng Hòa Phát SSG (viii),• Công ty CP Khai khoáng Hòa Phát SSG (viii),-,-,-,-,,38%,38%,5.730.000.000,-,,,,,,0.38,0.38,5730000000.0,
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,,,,,,
• Công ty CP Phát triển Đô thị Bắc Hà Nội,▪ Đơn vị khác > • Công ty CP Phát triển Đô thị Bắc Hà Nội,• Công ty CP Phát triển Đô thị Bắc Hà Nội,7%,7%,700.000.000,-,,7%,7%,700.000.000,-,0.07,0.07,700000000.0,,,0.07,0.07,700000000.0,
,,,,,26.046.404.800.000,-,(*),,,11.164.674.026.533,(93.386.346.727),,,26046404800000.0,,,,,11164674026533.0,-93386346727.0
