row_label_raw,row_label_full,Másố,CHỈ TIÊU,Thuyếtminh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyếtminh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
09,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,113.746.129.454,(69.821.560.371),,,113746129454.0,-69821560371.0
10,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,(301.062.022.450),889.908.763.754,,,-301062022450.0,889908763754.0
11,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)",,161.913.594.717,(845.490.041.879),,,161913594717.0,-845490041879.0
12,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,36.494.273.202,32.827.855.014,,,36494273202.0,32827855014.0
14,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(163.255.396.169),(175.185.511.550),,,-163255396169.0,-175185511550.0
15,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(155.288.946.331),(142.454.975.700),,,-155288946331.0,-142454975700.0
16,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,33.484.882.400,79.100.256.195,,,33484882400.0,79100256195.0
17,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(24.683.772.540),(47.644.110.844),,,-24683772540.0,-47644110844.0
20,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.036.827.571.173,903.535.577.386,,,1036827571173.0,903535577386.0
II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ,,,,
21,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 21,21,"1. Tiền chỉ đề mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khác",,(1.173.734.014.828),(912.942.890.573),,,-1173734014828.0,-912942890573.0
22,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cốđịnh và các tài sản dài hạn khác",,1.643.516.889,11.694.235.749,,,1643516889.0,11694235749.0
23,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơnvjí khác",,-,(10.137.145.070),,,,-10137145070.0
24,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 24,24,"4. Tiền thu hồi cho vay, bán lại công cụ nợ củadơn vị khác",,295.675.465,83.118.699,,,295675465.0,83118699.0
25,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(19.146.918.224),(2.015.723.538),,,-19146918224.0,-2015723538.0
26,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,(3.754.533.753),454.500.000,,,-3754533753.0,454500000.0
27,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận đượcchia",,38.873.957.445,24.093.496.113,,,38873957445.0,24093496113.0
30,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐÀU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.155.822.317.006),(888.770.408.620),,,-1155822317006.0,-888770408620.0
