row_label_raw,row_label_full,Mã số,KHOẢN MỤC,Thuyết minh,Năm nay,Năm trước (Trình bày lại – Thuyết minh số 33),numeric__KHOẢN MỤC,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại – Thuyết minh số 33)
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
20,17 > 20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(173.138.091.407),(807.278.461.835),,,-173138091407.0,-807278461835.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,17 > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(92.578.393.107),(150.741.998.595),,,-92578393107.0,-150741998595.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,33.427.270(2.500.000.000.000),1.250.000.000(40.000.000.000),,,,
23,23,23,Tiền gửi ngân hàng có kỳ hạn,,,,,,,
24,23 > 24,24,Tiền thu hồi từ đầu tư trái phiếu,,250.000.000.000,172.100.000.000,,,250000000000.0,172100000000.0
25,23 > 25,25,Tiền chi đầu tư góp vốn vào các đơn vị khác,,(449.947.945.903),(118.026.720.800),,,-449947945903.0,-118026720800.0
26,23 > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,361.795.050.000,64.794.970.000,,,361795050000.0,64794970000.0
27,23 > 27,27,Tiền thu cổ tức và lợi nhuận được chia,,1.727.870.978.394,3.925.565.901.739,,,1727870978394.0,3925565901739.0
30,23 > 30,30,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động đầu tư,,(702.826.883.346),3.854.942.152.344,,,-702826883346.0,3854942152344.0
