row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Đơn vị tính: triệu VND > Năm nay,Đơn vị tính: triệu VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: triệu VND > Năm nay,numeric__Đơn vị tính: triệu VND > Năm trước
Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Đi vay,780.000,143.000,,780000.0,143000.0
Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Công ty SADO (Công ty liên kết đến ngày 4 tháng 9 năm 2024),Gớp vốn bằng gốc và lãi cho vay,-,1.329.595,,,1329595.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Chuyển đổi thành khoản cho vay công ty con khác,8.657.958,-,,8657958.0,
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Cho vay,5.768.000,14.101.000,,5768000.0,14101000.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Thu hồi gốc cho vay,618.572,18.658.000,,618572.0,18658000.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Lãi cho vay,270.795,483.086,,270795.0,483086.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Gớp vốn bằng gốc và lãi cho vay,-,1.173.000,,,1173000.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Cần trừ gốc cho vay với công ty con khác,-,1.055.671,,,1055671.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Gớp vốn bằng tiền,-,765.000,,,765000.0
Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Công ty VinES (Công ty cùng chủ sở hữu),Cần trừ với gốc đi vay của công ty con khác,-,740.409,,,740409.0
