row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2025,Năm 2024,numeric__Nội dung nghiệp vụ,numeric__Năm 2025,numeric__Năm 2024
Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Gốc đi vay,-,11.170.000.000,,,11170000000.0
Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Hoàn trả gốc đi vay,8.679.808.603,1.908.191.397,,8679808603.0,1908191397.0
Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Lãi đi vay,619.666.268,84.824.803,,619666268.0,84824803.0
Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Công ty Cổ phần Mai Lan,Cổ tức được chia,2.024.361.500,4.048.723.000,,2024361500.0,4048723000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Gốc đi vay,378.560.000.000,99.500.000.000,,378560000000.0,99500000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Trả gốc đi vay,331.910.000.000,349.920.000.000,,331910000000.0,349920000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Lãi đi vay,9.070.138.349,30.619.301.932,,9070138349.0,30619301932.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Mua dịch vụ,2.508.730.000,3.051.756.000,,2508730000.0,3051756000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Cung cấp dịch vụ,523.072.356,553.683.419,,523072356.0,553683419.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Chuyển nhượng cổ phần,4.562.140.000,49.500.000.000,,4562140000.0,49500000000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Gốc đi vay,5.245.000.000,1.457.000.000,,5245000000.0,1457000000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Trả gốc đi vay,28.372.000.000,11.560.000.000,,28372000000.0,11560000000.0
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Lãi đi vay,1.823.898.915,3.046.031.668,,1823898915.0,3046031668.0
