row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2025,Năm 2024,numeric__Nội dung nghiệp vụ,numeric__Năm 2025,numeric__Năm 2024
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Thuê tài sản,92.862.800.900,-,,92862800900.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Mua tài sản,91.159.548.805,-,,91159548805.0,
Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Công ty Cổ phần Khu công nghiệp Thành Thành Công,Thu trước,48.076.221.344,-,,48076221344.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua dịch vụ,106.574.074,539.418.080,,106574074.0,539418080.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Gốc cho vay,14.000.000.000,-,,14000000000.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Lãi cho vay,20.136.986,-,,20136986.0,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Thu hồi gốc cho vay,14.000.000.000,-,,14000000000.0,
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Cung cấp dịch vụ,249.365.063.500,4.622.601.302,,249365063500.0,4622601302.0
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Thu trước,-,28.906.943.633,,,28906943633.0
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Gốc đi vay,11.900.000.000,25.200.000.000,,11900000000.0,25200000000.0
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Hoàn trả gốc đi vay,12.900.000.000,13.640.000.000,,12900000000.0,13640000000.0
Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Công ty Cổ phần Đầu tư Hạ tầng Cụm công nghiệp Tân Hội,Lãi đi vay,433.356.163,416.905.203,,433356163.0,416905203.0
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Mua dịch vụ,17.734.011.720,4.388.829.990,,17734011720.0,4388829990.0
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Gốc đi vay,-,120.000.000.000,,,120000000000.0
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Hoàn trả gốc đi vay,-,120.000.000.000,,,120000000000.0
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Lãi đi vay,-,173.260.274,,,173260274.0
Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Công ty Cổ phần Xây dựng Thương mại và Xuất nhập khẩu Thái Tôn,Chuyển nhượng cổ phần,-,83.002.500.000,,,83002500000.0
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Gốc đi vay,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Hoàn trả gốc đi vay,10.000.000.000,-,,10000000000.0,
Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Công ty Cổ phần Thương mại Thành Thành Công,Lãi đi vay,10.958.904,-,,10958904.0,
Công ty Cổ phần Công nghiệp Phụ trợ S&D,Công ty Cổ phần Công nghiệp Phụ trợ S&D,Công ty Cổ phần Công nghiệp Phụ trợ S&D,Cung cấp dịch vụ,-,5.764.737.000,,,5764737000.0
Công ty Cổ phần Công nghiệp Phụ trợ S&D,Công ty Cổ phần Công nghiệp Phụ trợ S&D,Công ty Cổ phần Công nghiệp Phụ trợ S&D,Thu trước,-,11.529.474.000,,,11529474000.0
