row_label_raw,row_label_full,- Công ty CP Cờ Đỏ (1),10.046.973.088,-,3.255.300.000,col_4,numeric__10.046.973.088,numeric__-,numeric__3.255.300.000,numeric__col_4
- Công ty CP Giống Lâm nghiệp Trung Uong (1),- Công ty CP Giống Lâm nghiệp Trung Uong (1),- Công ty CP Giống Lâm nghiệp Trung Uong (1),1.523.498.373,(343.383.967),962.000.000,,1523498373.0,-343383967.0,962000000.0,
- Công ty CP Thương mại Công nghiệp và Chế biến gỗ,- Công ty CP Thương mại Công nghiệp và Chế biến gỗ,- Công ty CP Thương mại Công nghiệp và Chế biến gỗ,801.600.000,(801.600.000),801.600.000,(801.600.000),801600000.0,-801600000.0,801600000.0,-801600000.0
- Công ty TNHH Vinafor Tân An Hòa Bình,- Công ty TNHH Vinafor Tân An Hòa Bình,- Công ty TNHH Vinafor Tân An Hòa Bình,24.500.000.000,(8.827.927.413),24.500.000.000,,24500000000.0,-8827927413.0,24500000000.0,
- Công ty LD Nuôi và Phát triển khí VN (1),- Công ty LD Nuôi và Phát triển khí VN (1),- Công ty LD Nuôi và Phát triển khí VN (1),18.356.719.827,-,17.493.331.971,,18356719827.0,,17493331971.0,
- Công ty LD SX Nguyên liệu giấy Việt Nhật Đà Nẵng (1),- Công ty LD SX Nguyên liệu giấy Việt Nhật Đà Nẵng (1),- Công ty LD SX Nguyên liệu giấy Việt Nhật Đà Nẵng (1),13.624.736.458,-,7.044.452.058,,13624736458.0,,7044452058.0,
- Công ty TNHH Lâm nghiệp Cao Bằng,- Công ty TNHH Lâm nghiệp Cao Bằng,- Công ty TNHH Lâm nghiệp Cao Bằng,4.690.798.378,-,4.690.798.378,,4690798378.0,,4690798378.0,
- Công ty TNHH Nguyên liệu giấy Quy Nhơn (1),- Công ty TNHH Nguyên liệu giấy Quy Nhơn (1),- Công ty TNHH Nguyên liệu giấy Quy Nhơn (1),5.603.418.337,-,2.090.000.000,,5603418337.0,,2090000000.0,
- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Cái Lân (1),- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Cái Lân (1),- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Cái Lân (1),30.689.033.170,-,11.561.550.000,,30689033170.0,,11561550000.0,
- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Vũng Áng (1),- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Vũng Áng (1),- Công ty TNHH SX Nguyên liệu giấy Việt Nhật Vũng Áng (1),13.691.893.172,-,9.033.552.967,,13691893172.0,,9033552967.0,
- Công ty TNHH Việt Thành Thái (1),- Công ty TNHH Việt Thành Thái (1),- Công ty TNHH Việt Thành Thái (1),44.571.907.403,-,44.100.000.000,,44571907403.0,,44100000000.0,
- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,- Công ty TNHH Văn dán OJI - Vinafor Bắc Giang,25.200.000.000,-,25.200.000.000,,25200000000.0,,25200000000.0,
"- Công ty TNHH YAMAHA MOTOR Việt Nam (1), (4)","- Công ty TNHH YAMAHA MOTOR Việt Nam (1), (4)","- Công ty TNHH YAMAHA MOTOR Việt Nam (1), (4)",915.892.974.000,-,161.987.699.000,,915892974000.0,,161987699000.0,
- Công ty TNHH Việt Nhật chế biến gỗ và đảm gỗ Dung Quát,- Công ty TNHH Việt Nhật chế biến gỗ và đảm gỗ Dung Quát,- Công ty TNHH Việt Nhật chế biến gỗ và đảm gỗ Dung Quát,6.174.000.000,-,6.174.000.000,,6174000000.0,,6174000000.0,
