row_label_raw,row_label_full,col_0,Tại ngày31/12/2018,Dự phòng,Tại ngày06/4/2018,Dự phòng_1,numeric__Tại ngày31/12/2018,numeric__Dự phòng,numeric__Tại ngày06/4/2018,numeric__Dự phòng_1
Công ty Cổ phần Thủy điện Nậm Chiến(ii)(i),Các Công ty Con do Tập đoàn nằm giữ trên 50% quyền biểu quyết > Công ty Cổ phần Thủy điện Nậm Chiến(ii)(i),Công ty Cổ phần Thủy điện Nậm Chiến(ii)(i),538.954.275.894,,538.954.275.894,,538954275894.0,,538954275894.0,
Công ty Cổ phần Thủy điện Cần Đơn(i),Các Công ty Con do Tập đoàn nằm giữ trên 50% quyền biểu quyết > Công ty Cổ phần Thủy điện Cần Đơn(i),Công ty Cổ phần Thủy điện Cần Đơn(i),1.010.880.360.000,,1.010.880.360.000,,1010880360000.0,,1010880360000.0,
Công ty Cổ phần Tư vấn Sông Đà(i),Các Công ty Con do Tập đoàn nằm giữ trên 50% quyền biểu quyết > Công ty Cổ phần Tư vấn Sông Đà(i),Công ty Cổ phần Tư vấn Sông Đà(i),15.973.200.000,,15.973.200.000,,15973200000.0,,15973200000.0,
Công ty TNHH Một thành viên Hạ tầng Sông Đà,Các Công ty Con do Tập đoàn nằm giữ trên 50% quyền biểu quyết > Công ty TNHH Một thành viên Hạ tầng Sông Đà,Công ty TNHH Một thành viên Hạ tầng Sông Đà,222.842.600.465,,222.842.600.465,,222842600465.0,,222842600465.0,
Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị,,,,
Công ty Cổ phần Sông Đà 2(i),Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Sông Đà 2(i),Công ty Cổ phần Sông Đà 2(i),47.040.000.000,,47.040.000.000,,47040000000.0,,47040000000.0,
Công ty Cổ phần Sông Đà 12,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Sông Đà 12,Công ty Cổ phần Sông Đà 12,12.005.000.000,(12.005.000.000),12.005.000.000,,12005000000.0,-12005000000.0,12005000000.0,
Công ty Cổ phần Cơ khí Lắp máy Sông Đà(i),Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Cơ khí Lắp máy Sông Đà(i),Công ty Cổ phần Cơ khí Lắp máy Sông Đà(i),23.838.175.200,,23.838.175.200,,23838175200.0,,23838175200.0,
"Đầu tư vào công ty liên doanh, liên kết","Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",2.560.712.347.810,(90.600.000.000),2.560.712.347.810,,2560712347810.0,-90600000000.0,2560712347810.0,
Công ty Cổ phần Sông Đà 11,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Sông Đà 11,Công ty Cổ phần Sông Đà 11,51.820.100.000,,51.820.100.000,,51820100000.0,,51820100000.0,
Công ty Cổ phần diện Việt Lào(i),Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần diện Việt Lào(i),Công ty Cổ phần diện Việt Lào(i),1.107.039.446.070,,1.107.039.446.070,,1107039446070.0,,1107039446070.0,
Công ty Cổ phần BOT Quốc lộ 2,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần BOT Quốc lộ 2,Công ty Cổ phần BOT Quốc lộ 2,128.215.909.014,,128.215.909.014,,128215909014.0,,128215909014.0,
Công ty Cổ phần Phát triển nhà Khánh Hòa,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,20.887.000.000,,20.887.000.000,,20887000000.0,,20887000000.0,
Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,84.000.000.000,,84.000.000.000,,84000000000.0,,84000000000.0,
Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà(i),Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà(i),Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà(i),1.065.245.494.600,,1.065.245.494.600,,1065245494600.0,,1065245494600.0,
Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,Công ty TNHH Tư vấn Xây dựng Sông Đà - Ucrin,3.504.398.126,,3.504.398.126,,3504398126.0,,3504398126.0,
Công ty Cổ phần Cao su Phú Riềng Kratie(ii),Các Công ty Con do Tập đoàn nằm giữ dưới 50% quyền biểu quyết nhưng có quyền bổ đa số phiếu tại cuộc hợp Hội đồng quản trị > Công ty Cổ phần Cao su Phú Riềng Kratie(ii),Công ty Cổ phần Cao su Phú Riềng Kratie(ii),100.000.000.000,(90.600.000.000),100.000.000.000,,100000000000.0,-90600000000.0,100000000000.0,
