row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm 2020 VND,Năm 2019 VND,numeric__Mã số,numeric__Năm 2020 VND,numeric__Năm 2019 VND
"Tăng, giảm các khoản phải thu","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,2.949.634.447,(26.037.422.671),9.0,2949634447.0,-26037422671.0
"Tăng, giảm hàng tồn kho","Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,(25.566.596.506),75.109.087.563,10.0,-25566596506.0,75109087563.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,20.359.148.414,54.869.671.931,11.0,20359148414.0,54869671931.0
"Tăng, giảm chi phí trả trước","Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,3.187.873.389,5.042.893.294,12.0,3187873389.0,5042893294.0
"Tăng, giảm chứng khoán kinh doanh","Điều chỉnh cho các khoản > Tăng, giảm chứng khoán kinh doanh","Tăng, giảm chứng khoán kinh doanh",13,(3.004.173.471),2.867.829.282,13.0,-3004173471.0,2867829282.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(33.745.659.727),(39.068.588.048),14.0,-33745659727.0,-39068588048.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(19.444.424.809),(11.239.714.628),15.0,-19444424809.0,-11239714628.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,19.020.000.000,-,16.0,19020000000.0,
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,(1.023.583.404),(6.259.993.607),17.0,-1023583404.0,-6259993607.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,72.504.682.362,128.702.736.265,20.0,72504682362.0,128702736265.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,
"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(108.118.447.723),(23.940.254.377),21.0,-108118447723.0,-23940254377.0
"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,46.384.194.223,299.704.545,22.0,46384194223.0,299704545.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(5.737.927.109.356),(3.089.435.000.000),23.0,-5737927109356.0,-3089435000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,5.719.658.708.864,3.027.808.804.674,24.0,5719658708864.0,3027808804674.0
Tiền chỉ đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền chỉ đầu tư góp vốn vào đơn vị khác,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,(109.578.000.000),(322.920.000.000),25.0,-109578000000.0,-322920000000.0
Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi đầu tư góp vốn vào đơn vị khác,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,59.599.173.000,170.150.611.876,26.0,59599173000.0,170150611876.0
"Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,128.405.580.136,112.403.040.612,27.0,128405580136.0,112403040612.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(1.575.900.856),(125.633.092.670),30.0,-1575900856.0,-125633092670.0
Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính,,,
"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,1.400.000.000,-,31.0,1400000000.0,
Tiền thu từ đi vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền thu từ đi vay,Tiền thu từ đi vay,33,4.600.963.095.566,2.497.415.403.938,33.0,4600963095566.0,2497415403938.0
Tiền trả nợ gốc vay,Lưu chuyển tiền từ hoạt động tài chính > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(4.637.497.316.143),(2.517.396.608.258),34.0,-4637497316143.0,-2517396608258.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(35.134.220.577),(19.981.204.320),40.0,-35134220577.0,-19981204320.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,35.794.560.929,(16.911.560.725),50.0,35794560929.0,-16911560725.0
Tiền và tương đương tiền đầu năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,23.887.787.335,40.802.317.720,60.0,23887787335.0,40802317720.0
Anh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Lưu chuyển tiền từ hoạt động tài chính > Anh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Anh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(5.159.856),(2.969.660),61.0,-5159856.0,-2969660.0
Tiền và tương đương tiền cuối năm,Lưu chuyển tiền từ hoạt động tài chính > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,59.677.188.408,23.887.787.335,70.0,59677188408.0,23887787335.0
