row_label_raw,row_label_full,col_0,Relation,Year 2024,Year 2023,numeric__Relation,numeric__Year 2024,numeric__Year 2023
"- Quang Ngai Rubber Co.,Ltd","- Quang Ngai Rubber Co.,Ltd","- Quang Ngai Rubber Co.,Ltd",Subsidiary,"397,550,062","396,463,860",,,
"- Thanh Hoa Rubber Co.,Ltd","- Thanh Hoa Rubber Co.,Ltd","- Thanh Hoa Rubber Co.,Ltd",Subsidiary,"361,969,284","434,828,999",,,
"Purchasing goods, services","Purchasing goods, services","Purchasing goods, services",,"3,479,230,115,039","2,125,027,968,201",,,
"- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd","- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd","- C.R.C.K.2 Aphivath Caoutchouc Co., Ltd",Group member,"225,508,681,399","103,815,130,650",,,
"- C.R.C.K Aphivath Caoutchouc Co., Ltd","- C.R.C.K Aphivath Caoutchouc Co., Ltd","- C.R.C.K Aphivath Caoutchouc Co., Ltd",Group member,"27,587,448,000",-,,,
"- Bean Heack Investment Co., Ltd","- Bean Heack Investment Co., Ltd","- Bean Heack Investment Co., Ltd",Group member,"208,308,468,460","32,709,327,000",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"133,053,451,264","63,621,209,600",,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,Subsidiary,"85,279,061,398","94,327,112,175",,,
- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,Subsidiary,"35,980,704,000","23,735,750,000",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"29,631,000,000","17,269,000,000",,,
"- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd",Group member,"23,188,520,880",-,,,
