row_label_raw,row_label_full,col_0,Relation,Year 2024,Year 2023,numeric__Relation,numeric__Year 2024,numeric__Year 2023
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"419,984,567","1,011,058,044",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"229,725,886","175,107,272",,,
- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,- Dong Phu Rubber JSC,Subsidiary,-,"11,456,165",,,
- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,Subsidiary,"173,094,058","130,156,364",,,
- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,Associate,"59,335,200","118,670,400",,,
- Visorutex Joint Venture Enterprise,- Visorutex Joint Venture Enterprise,- Visorutex Joint Venture Enterprise,Associate,"49,692,000","177,120,000",,,
"- Kon Tum Rubber Wood Manufacturing Co., Ltd","- Kon Tum Rubber Wood Manufacturing Co., Ltd","- Kon Tum Rubber Wood Manufacturing Co., Ltd",Group member,"41,224,680","141,031,800",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,"36,967,090","87,553,635",,,
- Chu Se - Kangpongthom Rubber JSC,- Chu Se - Kangpongthom Rubber JSC,- Chu Se - Kangpongthom Rubber JSC,Associate,"13,852,036","32,807,454",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"22,347,001","32,089,505",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,-,"65,036,123",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,-,"42,894,417",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,-,"10,446,150",,,
- VRG Quang Tri MDF Wood JSC,- VRG Quang Tri MDF Wood JSC,- VRG Quang Tri MDF Wood JSC,Subsidiary,-,"33,411,273",,,
- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,- Hoa Binh Rubber JSC,Subsidiary,-,"54,287,417",,,
- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,Subsidiary,"100,050,000",-,,,
