row_label_raw,row_label_full,col_0,Relation,31/12/2024,01/01/2024,numeric__Relation,numeric__31/12/2024,numeric__01/01/2024
"- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd",Subsidiary,-,"104,526,225",,,
Receivables from centralized profit,Receivables from centralized profit,Receivables from centralized profit,Receivables from centralized profit,"757,576,415,487","962,748,011,701",,,
"- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd",Subsidiary,"176,970,066,118","217,382,266,778",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"149,316,160,239","101,402,316,868",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"79,223,915,838","106,210,422,445",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"113,655,773,933","92,293,697,215",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"63,139,700,308","96,447,341,493",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,-,"35,923,812,051",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"1,226,113,567","26,305,458,126",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"35,678,842,357","65,219,072,552",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"49,850,367,909","84,596,976,396",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"11,174,416,173","65,738,089,135",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"6,387,281,064","26,756,253,232",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"54,401,159,608","26,847,635,334",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"6,058,380,364","4,797,467,530",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"6,502,757,699","7,029,179,033",,,
"- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd",Subsidiary,"3,991,480,310","4,991,480,310",,,
- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,Subsidiary,-,"806,543,203",,,
