row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023(trình bày lại)VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2024VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2023(trình bày lại)VND
- Các khoản chi phí/(hoàn nhập) dự phòng sử dụng phương pháp đánh giá nội bộ,Các khoản điều chỉnh giảm > - Các khoản chi phí/(hoàn nhập) dự phòng sử dụng phương pháp đánh giá nội bộ,- Các khoản chi phí/(hoàn nhập) dự phòng sử dụng phương pháp đánh giá nội bộ,326.028.508,(1.548.894.530),326028508.0,-1548894530.0
- Hoàn nhập chi phí chưa được khấu trừ năm trước,Các khoản điều chỉnh giảm > - Hoàn nhập chi phí chưa được khấu trừ năm trước,- Hoàn nhập chi phí chưa được khấu trừ năm trước,(2.526.955.889),(49.998.376.736),-2526955889.0,-49998376736.0
Các khoản không chịu thuế phát sinh tử cácbút toán điều chỉnh hợp nhất,Các khoản điều chỉnh giảm > Các khoản không chịu thuế phát sinh tử cácbút toán điều chỉnh hợp nhất,Các khoản không chịu thuế phát sinh tử cácbút toán điều chỉnh hợp nhất,74.410.013.187,(3.686.549.392),74410013187.0,-3686549392.0
Các khoản không chịu thuế,Các khoản điều chỉnh giảm > Các khoản không chịu thuế,Các khoản không chịu thuế,(152.081.840.891),(193.041.582.889),-152081840891.0,-193041582889.0
Tổng điều chỉnh đối với lợi nhuận trước thuế,Các khoản điều chỉnh giảm > Tổng điều chỉnh đối với lợi nhuận trước thuế,Tổng điều chỉnh đối với lợi nhuận trước thuế,(339.159.040.640),(368.925.027.705),-339159040640.0,-368925027705.0
Thu nhập chịu thuế (“TNCT”) ước tính,Các khoản điều chỉnh giảm > Thu nhập chịu thuế (“TNCT”) ước tính,Thu nhập chịu thuế (“TNCT”) ước tính,2.324.012.436.656,1.894.506.497.940,2324012436656.0,1894506497940.0
- TNCT chịu thuế suất 10%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 10%,- TNCT chịu thuế suất 10%,2.752.762.115,1.083.876.574,2752762115.0,1083876574.0
- TNCT chịu thuế suất 20%,Các khoản điều chỉnh giảm > - TNCT chịu thuế suất 20%,- TNCT chịu thuế suất 20%,2.321.259.674.541,1.893.422.621.366,2321259674541.0,1893422621366.0
Thuế TNDN hiện hành ước tính trong năm,Các khoản điều chỉnh giảm > Thuế TNDN hiện hành ước tính trong năm,Thuế TNDN hiện hành ước tính trong năm,464.527.211.119,378.792.911.930,464527211119.0,378792911930.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,106.661.599.279,88.021.340.898,106661599279.0,88021340898.0
Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Các khoản điều chỉnh giảm > Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,Điều chỉnh số thuế phải nộp của các năm trước theo quyết định của cơ quan thuế,32.150.524,50.285.681,32150524.0,50285681.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh giảm > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(432.410.464.622),(360.202.939.230),-432410464622.0,-360202939230.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh giảm > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,138.810.496.300,106.661.599.279,138810496300.0,106661599279.0
