row_label_raw,row_label_full,STT CHỈ TIÊU,Năm 2015,Năm 2014Trình bày lại,numeric__Năm 2015,numeric__Năm 2014Trình bày lại
Những thay đổi về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(128.359.308),(71.724.402),-128359308.0,-71724402.0
"09. Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09. Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác","09. Giảm các khoản tiền, vàng gửi và cho vay các TCTD khác",6.756.363,5.761.295,6756363.0,5761295.0
10. (Tăng) các khoản về kinh doanh chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10. (Tăng) các khoản về kinh doanh chứng khoán,10. (Tăng) các khoản về kinh doanh chứng khoán,(27.073.650),(5.889.301),-27073650.0,-5889301.0
11. Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11. Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,-,164.334,,164334.0
12. (Tăng) các khoản cho vay khách hàng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12. (Tăng) các khoản cho vay khách hàng,12. (Tăng) các khoản cho vay khách hàng,(105.121.197),(69.972.844),-105121197.0,-69972844.0
13. (Giảm) nguồn dự phòng để bù đáp tổn thất các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13. (Giảm) nguồn dự phòng để bù đáp tổn thất các khoản,13. (Giảm) nguồn dự phòng để bù đáp tổn thất các khoản,(3.458.017),(1.928.993),-3458017.0,-1928993.0
14. Giảm/ (Tăng) khác về tài sản hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14. Giảm/ (Tăng) khác về tài sản hoạt động,14. Giảm/ (Tăng) khác về tài sản hoạt động,537.193,141.107,537193.0,141107.0
Những thay đổi về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,114.814.594,82.084.624,114814594.0,82084624.0
15. Tăng các khoản nợ Chính phủ và NHNN,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15. Tăng các khoản nợ Chính phủ và NHNN,15. Tăng các khoản nợ Chính phủ và NHNN,8.495.712,4.584.032,8495712.0,4584032.0
"16. (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16. (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác","16. (Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD khác",(4.600.649),23.305.116,-4600649.0,23305116.0
17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),68.778.890,59.684.172,68778890.0,59684172.0
18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),18. Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),15.566.424,(11.270.693),15566424.0,-11270693.0
"19. Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 19. Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","19. Tăng/(Giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",22.215.554,(402.826),22215554.0,-402826.0
20. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(298.159),415.779,-298159.0,415779.0
21. (Giảm)/Tăng khác về công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 21. (Giảm)/Tăng khác về công nợ hoạt động,21. (Giảm)/Tăng khác về công nợ hoạt động,4.657.170,5.769.079,4657170.0,5769079.0
22. Chỉ từ quỹ của tổ chức tín dụng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 22. Chỉ từ quỹ của tổ chức tín dụng,22. Chỉ từ quỹ của tổ chức tín dụng,(348),(35),-348.0,-35.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,(1.203.326),18.508.013,-1203326.0,18508013.0
