row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,1.204.109,1.204.109,,,,,,,1204109.0,1204109.0
TSCĐ,Tài sản > TSCĐ,TSCĐ,-,-,564.116,81,10.277,204.014,542.009,1.320.497,,,564116.0,81.0,10277.0,204014.0,542009.0,1320497.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),44.907,-,5.023.596,5.174.028,11.153.228,1.349.351,2.002.224,24.747.334,44907.0,,5023596.0,5174028.0,11153228.0,1349351.0,2002224.0,24747334.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,2.430.419,3.480.012,80.933.927,31.276.147,132.262.699,59.799.279,56.874.702,367.057.185,2430419.0,3480012.0,80933927.0,31276147.0,132262699.0,59799279.0,56874702.0,367057185.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,189,260,10.014,63.358,18.835,92.656,,,189.0,260.0,10014.0,63358.0,18835.0,92656.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,78.942.745,9.601.764,12.074.438,4.264.489,-,104.883.436,,,78942745.0,9601764.0,12074438.0,4264489.0,,104883436.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,54.846.840,39.809.528,84.647.554,3.986.445,908,183.291.275,,,54846840.0,39809528.0,84647554.0,3986445.0,908.0,183291275.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,-,-,-,2.936.864,2.936.864,,,,,,,2936864.0,2936864.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,130.000,490.000,4.129.749,30.394.749,3.818.615,38.963.113,,,130000.0,490000.0,4129749.0,30394749.0,3818615.0,38963113.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,2.445.849,1.711.255,1.784.698,434.068,107.603,6.483.473,,,2445849.0,1711255.0,1784698.0,434068.0,107603.0,6483473.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,136.365.623,51.612.807,102.646.453,39.143.109,6.882.825,336.650.817,,,136365623.0,51612807.0,102646453.0,39143109.0,6882825.0,336650817.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,2.430.419,3.480.012,(55.431.696),(20.336.660),29.616.246,20.656.170,49.991.877,30.406.368,2430419.0,3480012.0,-55431696.0,-20336660.0,29616246.0,20656170.0,49991877.0,30406368.0
