row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcNgày 31 tháng 12 năm,Năm tài chính kết thúcNgày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcNgày 31 tháng 12 năm,numeric__Năm tài chính kết thúcNgày 31 tháng 12 năm_1
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",145.431.100.000,186.041.230.000,,145431100000.0,186041230000.0
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ đi vay,11.920.157.395.970,7.689.020.867.748,,11920157395970.0,7689020867748.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,(5.141.753.360.615),(10.855.051.148.910),,-5141753360615.0,-10855051148910.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,"Chi trả cổ tức, lợi nhuận cho chủ sở hữu",(49.231.808.219),,,-49231808219.0,
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,6.874.603.327.136,(2.979.989.051.162),,6874603327136.0,-2979989051162.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,1.697.734.388.306,(4.866.334.159.717),,1697734388306.0,-4866334159717.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,3,1.425.533.678.899,,3.0,1425533678899.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(804.983.207),,,-804983207.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,3.122.463.083.998,,3.0,3122463083998.0
