row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá gốc_1,Dự phòng_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Dự phòng_1
- Công ty TNHH MTV Cao su Chư Prông,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,817.713.575.564,-,817.584.986.197,-,817713575564.0,,817584986197.0,
- Công ty TNHH MTV Cao su Chư Sê,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,1.235.880.345.736,-,1.235.880.345.736,-,1235880345736.0,,1235880345736.0,
- Công ty TNHH MTV Cao su Kon Tum,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,615.745.920.669,-,616.472.132.762,-,615745920669.0,,616472132762.0,
- Công ty TNHH MTV Cao su Mang Yang,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,1.260.447.040.039,-,1.260.447.040.039,-,1260447040039.0,,1260447040039.0,
- Công ty TNHH MTV Cao su Chư Pãh,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,1.067.437.113.651,-,1.067.437.113.651,-,1067437113651.0,,1067437113651.0,
- Công ty TNHH MTV Cao su Quảng Nam,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,600.312.816.120,-,600.312.816.120,-,600312816120.0,,600312816120.0,
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,323.326.946.573,-,323.326.946.573,-,323326946573.0,,323326946573.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,741.819.007.011,-,741.819.007.011,-,741819007011.0,,741819007011.0,
- Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê - Hà Tĩnh,561.785.459.990,-,561.785.459.990,-,561785459990.0,,561785459990.0,
- Công ty TNHH MTV Cao su Thanh Hóa,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,224.367.905.160,-,224.367.905.160,-,224367905160.0,,224367905160.0,
- Công ty TNHH MTV Cao su Quảng Trị,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Quảng Trị,- Công ty TNHH MTV Cao su Quảng Trị,394.340.443.955,-,394.340.443.955,-,394340443955.0,,394340443955.0,
- Công ty TNHH MTV Cao su Bình Thuận,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,309.719.333.997,-,309.719.333.997,-,309719333997.0,,309719333997.0,
- Công ty TNHH MTV Cao su Quảng Ngãi,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,79.316.710.619,-,79.316.710.619,-,79316710619.0,,79316710619.0,
- Trường Cao đẳng Công nghiệp Cao su,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Trường Cao đẳng Công nghiệp Cao su,- Trường Cao đẳng Công nghiệp Cao su,3.763.836.023,-,3.763.836.023,-,3763836023.0,,3763836023.0,
- Tạp chí Cao su Việt Nam,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Tạp chí Cao su Việt Nam,- Tạp chí Cao su Việt Nam,11.383.844.966,-,11.383.844.966,-,11383844966.0,,11383844966.0,
- Viện Nghiên cứu Cao su Việt Nam,Đầu tư vào Công ty conCông ty con 100% vốn Nhà nước > - Viện Nghiên cứu Cao su Việt Nam,- Viện Nghiên cứu Cao su Việt Nam,85.668.967.504,-,85.668.967.504,-,85668967504.0,,85668967504.0,
,,,18.141.079.215.969,-,20.125.857.198.640,-,18141079215969.0,,20125857198640.0,
