row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Năm nay,Năm trước,numeric__Quan hệ,numeric__Các giao dịch,numeric__Năm nay,numeric__Năm trước
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Bên liên quan > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Tăng/(Giảm) tiền vay,210.000,(700.000),,,210000.0,-700000.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Ngân hàng,,,,,,
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Tăng lãi dự thu,12.063,4.307,,,12063.0,4307.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,(Giảm) tiền gửi tại Ngân hàng,(334.446),(318.521),,,-334446.0,-318521.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Tăng/(Giảm) lãi dự trả,5.653,(2.496),,,5653.0,-2496.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Doanh thu lãi tiền gửi,91.602,53.424,,,91602.0,53424.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Doanh thu lãi tiền vay,14.362,12.346,,,14362.0,12346.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Chi phí lãi tiền gửi,38.494,35.160,,,38494.0,35160.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Lợi nhuận từ công ty con chuyển về,159.028,363.436,,,159028.0,363436.0
Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh > Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Các công ty con/Ngân hàng con/Ngân hàng liên doanh,Cổ tức nhận được từ Ngân hàng liên doanh,334.211,378.807,,,334211.0,378807.0
