row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Từ ngày 01/11/2018 đến ngày 31/12/2018 > VND,Từ ngày 01/01/2018 đến ngày 31/10/2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Từ ngày 01/11/2018 đến ngày 31/12/2018 > VND,numeric__Từ ngày 01/01/2018 đến ngày 31/10/2018 > VND
13,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,"Tăng, giảm các khoản phải trả",,39.513.350.057,(892.705.079.651),,,39513350057.0,-892705079651.0
14,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,"Tăng, giảm chi phí trả trước",,3.902.901.806,(157.078.993.580),,,3902901806.0,-157078993580.0
16,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,Tiền lãi vay đã trả,,(5.882.719.953),(47.676.928.658),,,-5882719953.0,-47676928658.0
17,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Thuế thu nhập doanh nghiệp đã nộp,,(391.249),(80.583.506.444),,,-391249.0,-80583506444.0
19,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 19,19,Tiền chi khác cho hoạt động kinh doanh,,(957.858.656),(50.003.429.796),,,-957858656.0,-50003429796.0
20,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(368.155.250.594),(213.993.939.130),,,-368155250594.0,-213993939130.0
21,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 21,21,"Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(3.211.883.775),(27.584.898.342),,,-3211883775.0,-27584898342.0
22,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,-,145.140.000,,,,145140000.0
23,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(9.000.000.000),(189.393.541.182),,,-9000000000.0,-189393541182.0
24,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,147.380.945.970,9.793.636.638,,,147380945970.0,9793636638.0
25,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(203.015.040.000),(80.000.005.000),,,-203015040000.0,-80000005000.0
26,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,5.500.000.000,,,,5500000000.0
27,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,3.405.260.900,19.992.334.331,,,3405260900.0,19992334331.0
28,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 28,28,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(64.440.716.905),(261.547.333.555),,,-64440716905.0,-261547333555.0
