row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2022,01/01/2022,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022,numeric__01/01/2022
5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,342,,2.485.866.329,5.020.831.602,342.0,,2485866329.0,5020831602.0
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,7.794.735.007.082,7.671.482.939.435,400.0,,7794735007082.0,7671482939435.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,7.794.735.007.082,7.671.482.939.435,410.0,,7794735007082.0,7671482939435.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,V.23,6.098.519.950.000,4.998.909.620.000,411.0,,6098519950000.0,4998909620000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.098.519.950.000,4.998.909.620.000,,,6098519950000.0,4998909620000.0
- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,- Cổ phiếu ưu đãi,411b,,-,-,,,,
2. Thắng dư vốn cổ phần,- Cổ phiếu ưu đãi > 2. Thắng dư vốn cổ phần,2. Thắng dư vốn cổ phần,412,V.23,1.046.337.538.421,1.121.119.538.421,412.0,,1046337538421.0,1121119538421.0
3. Vốn khác của chủ sở hữu,- Cổ phiếu ưu đãi > 3. Vốn khác của chủ sở hữu,3. Vốn khác của chủ sở hữu,414,V.23,10.975.110.000,2.812.000.000,414.0,,10975110000.0,2812000000.0
4. Quỹ đầu tư phát triển,- Cổ phiếu ưu đãi > 4. Quỹ đầu tư phát triển,4. Quỹ đầu tư phát triển,418,V.23,84.687.037.740,229.992.552.096,418.0,,84687037740.0,229992552096.0
5. Lợi nhuận sau thuế chưa phân phối,- Cổ phiếu ưu đãi > 5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,V.23,297.491.097.067,1.111.416.213.358,421.0,,297491097067.0,1111416213358.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,- Cổ phiếu ưu đãi > - Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,153.362.838.279,125.261.932.573,,,153362838279.0,125261932573.0
- Lợi nhuận sau thuế chưa phân phối kỳ này,- Cổ phiếu ưu đãi > - Lợi nhuận sau thuế chưa phân phối kỳ này,- Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,144.128.258.788,986.154.280.785,,,144128258788.0,986154280785.0
6. Lợi ích cổ đông không kiểm soát,- Cổ phiếu ưu đãi > 6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,429,V.24,256.724.273.854,207.233.015.560,429.0,,256724273854.0,207233015560.0
TỔNG CỘNG NGUỒN VỐN,- Cổ phiếu ưu đãi > TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,14.747.796.227.885,16.846.904.640.870,440.0,,14747796227885.0,16846904640870.0
