row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
1.,1.,1.,Phải thu dài hạn của khách hàng,211,5.2,675.629.698.874,654.472.246.120,,211.0,52.0,675629698874.0,654472246120.0
6.,6.,6.,Phải thu dài hạn khác,216,5.4,1.295.000.000,159.066.534,,216.0,54.0,1295000000.0,159066534.0
II.,II.,II.,Tài sản cố định,220,,1.437.530.247.796,1.514.594.654.988,,220.0,,1437530247796.0,1514594654988.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.9,1.296.348.737.658,1.370.222.943.522,,221.0,59.0,1296348737658.0,1370222943522.0
,,,- Nguyên giá,222,,4.318.915.360.136,4.298.886.492.518,,222.0,,4318915360136.0,4298886492518.0
,,,- Giá trị hao mòn lũy kế,223,,(3.022.566.622.478),(2.928.663.548.996),,223.0,,-3022566622478.0,-2928663548996.0
3.,3.,3.,Tài sản cố định vô hình,227,5.10,141.181.510.138,144.371.711.466,,227.0,510.0,141181510138.0,144371711466.0
,,,- Nguyên giá,228,,186.772.851.485,186.772.851.485,,228.0,,186772851485.0,186772851485.0
,,,- Giá trị hao mòn lũy kế,229,,(45.591.341.347),(42.401.140.019),,229.0,,-45591341347.0,-42401140019.0
III.,III.,III.,Bất động sản đầu tư,230,5.11,19.149.733.822,19.534.563.982,,230.0,511.0,19149733822.0,19534563982.0
1.,1.,1.,Nguyên giá,231,,31.302.629.053,31.302.629.053,,231.0,,31302629053.0,31302629053.0
2.,2.,2.,Giá trị hao mòn lũy kế,232,,(12.152.895.231),(11.768.065.071),,232.0,,-12152895231.0,-11768065071.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,10.437.992.754,13.016.372.750,,240.0,,10437992754.0,13016372750.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.13,10.437.992.754,13.016.372.750,,242.0,513.0,10437992754.0,13016372750.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.14,727.449.442.727,726.605.112.498,,250.0,514.0,727449442727.0,726605112498.0
1.,1.,1.,Đầu tư vào Công ty con,251,,948.495.140.276,948.495.140.276,,251.0,,948495140276.0,948495140276.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,128.076.362.236,128.076.362.236,,252.0,,128076362236.0,128076362236.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,104.494.843.499,104.494.843.499,,253.0,,104494843499.0,104494843499.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(453.616.903.284),(454.461.233.513),,254.0,,-453616903284.0,-454461233513.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,142.759.556.629,144.681.561.570,,260.0,,142759556629.0,144681561570.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.8,142.759.556.629,144.681.561.570,,261.0,58.0,142759556629.0,144681561570.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,5.560.061.952.284,4.491.482.332.371,,270.0,,5560061952284.0,4491482332371.0
