row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị,31/12/2018 > Dự phòng,01/01/2018 (Đã điều chỉnh) > Giá trị,01/01/2018 (Đã điều chỉnh) > Dự phòng,numeric__31/12/2018 > Giá trị,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 (Đã điều chỉnh) > Giá trị,numeric__01/01/2018 (Đã điều chỉnh) > Dự phòng
- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),a) Ngắn hạn > - Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),- Phải thu về khoản đầu tư góp vốn theo Hợp đồng hợp tác kinh doanh (BCC),860.000.000,-,660.000.000,-,860000000.0,,660000000.0,
- Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,a) Ngắn hạn > - Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,- Phải thu Sở Giao thông Vận tải tỉnh Bắc Ninh,-,-,3.748.524.890,-,,,3748524890.0,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.130.739.841,(1.079.337.051),1.071.373.583,(1.071.373.583),1130739841.0,-1079337051.0,1071373583.0,-1071373583.0
- Các khoản phải thu khác,a) Ngắn hạn > - Các khoản phải thu khác,- Các khoản phải thu khác,13.997.288.359,(186.387.002),10.605.109.243,(194.350.470),13997288359.0,-186387002.0,10605109243.0,-194350470.0
,,,75.522.019.521,(6.265.724.053),149.682.413.730,(6.265.724.053),75522019521.0,-6265724053.0,149682413730.0,-6265724053.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",823.130.812,-,5.840.706.237,-,823130812.0,,5840706237.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,171.801.715.258,-,179.419.969.545,-,171801715258.0,,179419969545.0,
- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO)\( ^{(7.2)} \),b) Dài hạn > - Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO)\( ^{(7.2)} \),- Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO)\( ^{(7.2)} \),1.800.000.000,-,2.250.000.000,-,1800000000.0,,2250000000.0,
- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp\( ^{(7.3)} \),b) Dài hạn > - Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp\( ^{(7.3)} \),- Tiền đền bù GPMB chờ được trừ vào tiền thuê đất phải nộp\( ^{(7.3)} \),169.957.709.890,-,177.169.969.545,-,169957709890.0,,177169969545.0,
- Các khoản phải thu khác,b) Dài hạn > - Các khoản phải thu khác,- Các khoản phải thu khác,44.005.368,-,-,-,44005368.0,,,
,,,172.624.846.070,-,185.260.675.782,-,172624846070.0,,185260675782.0,
c) Phải thu khác là bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 42),b) Dài hạn > c) Phải thu khác là bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 42),c) Phải thu khác là bên liên quan (Xem thông tin chỉ tiết tại Thuyết minh 42),30.000.000,-,30.000.000,-,30000000.0,,30000000.0,
