row_label_raw,row_label_full,col_0,31/12/2018 > Giá gốc,31/12/2018 > Giá trị hợp lý,31/12/2018 > Dự phòng,01/01/2018 > Giá gốc,01/01/2018 > Giá trị hợp lý,01/01/2018 > Dự phòng,numeric__31/12/2018 > Giá gốc,numeric__31/12/2018 > Giá trị hợp lý,numeric__31/12/2018 > Dự phòng,numeric__01/01/2018 > Giá gốc,numeric__01/01/2018 > Giá trị hợp lý,numeric__01/01/2018 > Dự phòng
"- Công ty CP Viglacera Hữu Hưng\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Hữu Hưng\( ^{(4,2)} \)","- Công ty CP Viglacera Hữu Hưng\( ^{(4,2)} \)",5.246.606.313,,(1.689.066.072),5.246.606.313,,(3.309.013.908),5246606313.0,,-1689066072.0,5246606313.0,,-3309013908.0
"- Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,4)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,4)} \)","- Công ty CP Viglacera Tiên Sơn (VIT)\( ^{(4,4)} \)",89.698.800.000,113.373.000.000,-,89.698.800.000,179.010.000.000,-,89698800000.0,113373000000.0,,89698800000.0,179010000000.0,
"- Công ty CP Thương mại Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Thương mại Viglacera\( ^{(4,2)} \)","- Công ty CP Thương mại Viglacera\( ^{(4,2)} \)",22.171.173.381,,-,22.171.173.381,,-,22171173381.0,,,22171173381.0,,
"- Công ty CP Viglacera Vân Hải\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Vân Hải\( ^{(4,2)} \)","- Công ty CP Viglacera Vân Hải\( ^{(4,2)} \)",157.137.721.563,,-,13.550.721.563,,-,157137721563.0,,,13550721563.0,,
"- Công ty CP Khoáng sản Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Khoáng sản Viglacera\( ^{(4,2)} \)","- Công ty CP Khoáng sản Viglacera\( ^{(4,2)} \)",7.447.460.436,,-,7.447.460.436,,-,7447460436.0,,,7447460436.0,,
"- Công ty CP Sử Viglacera Thanh Trì (TVA)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Sử Viglacera Thanh Trì (TVA)\( ^{(4,3)} \)","- Công ty CP Sử Viglacera Thanh Trì (TVA)\( ^{(4,3)} \)",39.898.908.925,56.666.400.000,-,11.565.708.925,14.638.820.000,-,39898908925.0,56666400000.0,,11565708925.0,14638820000.0,
"- Công ty CP Viglacera Hạ Long (VHL)\( ^{(4,4)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Hạ Long (VHL)\( ^{(4,4)} \)","- Công ty CP Viglacera Hạ Long (VHL)\( ^{(4,4)} \)",226.136.894.000,365.958.250.000,-,226.136.894.000,706.678.000.000,-,226136894000.0,365958250000.0,,226136894000.0,706678000000.0,
"- Công ty CP Viglacera Hà Nội (VIH)\( ^{(4,3)} \)","Đầu tư vào Công ty con > - Công ty CP Viglacera Hà Nội (VIH)\( ^{(4,3)} \)","- Công ty CP Viglacera Hà Nội (VIH)\( ^{(4,3)} \)",28.560.000.000,29.988.000.000,-,14.280.000.000,22.990.800.000,-,28560000000.0,29988000000.0,,14280000000.0,22990800000.0,
"- Công ty CP Bê tông khí Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Bê tông khí Viglacera\( ^{(4,2)} \)","- Công ty CP Bê tông khí Viglacera\( ^{(4,2)} \)",62.200.000.000,,(62.200.000.000),62.200.000.000,,(40.558.907.128),62200000000.0,,-62200000000.0,62200000000.0,,-40558907128.0
"- Công ty CP Vinafacade\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Vinafacade\( ^{(4,2)} \)","- Công ty CP Vinafacade\( ^{(4,2)} \)",2.753.256.335,,-,2.753.256.335,,-,2753256335.0,,,2753256335.0,,
"- Công ty CP CHAO Viglacera\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP CHAO Viglacera\( ^{(4,2)} \)","- Công ty CP CHAO Viglacera\( ^{(4,2)} \)",3.146.015.300,,-,2.746.015.300,,-,3146015300.0,,,2746015300.0,,
"- Công ty CP Phát triển Khu công nghiệp Yên Mỹ Hưng Yên\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty CP Phát triển Khu công nghiệp Yên Mỹ Hưng Yên\( ^{(4,2)} \)","- Công ty CP Phát triển Khu công nghiệp Yên Mỹ Hưng Yên\( ^{(4,2)} \)",3.215.946.600,,-,3.215.946.600,,-,3215946600.0,,,3215946600.0,,
"- Công ty ViMariel - CTCP\( ^{(4,2)} \)","Đầu tư vào Công ty con > - Công ty ViMariel - CTCP\( ^{(4,2)} \)","- Công ty ViMariel - CTCP\( ^{(4,2)} \)",7.158.176.196,,-,-,,-,7158176196.0,,,,,
