row_label_raw,row_label_full,STT CHÌ TIÊU,Năm nay,Đơn vị: Triệu VNDNăm trước,numeric__Năm nay,numeric__Đơn vị: Triệu VNDNăm trước
Những thay đối về tài sản hoạt động,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,(137.378.834),(128.763.554),-137378834.0,-128763554.0
09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,(2.006.077),5.906.839,-2006077.0,5906839.0
10. (Tăng) các khoản về kinh doanh chứng khoán,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10. (Tăng) các khoản về kinh doanh chứng khoán,10. (Tăng) các khoản về kinh doanh chứng khoán,(8.631.781),(27.047.846),-8631781.0,-27047846.0
11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác chính khác,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác chính khác,11. (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác chính khác,(682.690),,-682690.0,
12. (Tăng) các khoản cho vay khách hàng,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12. (Tăng) các khoản cho vay khách hàng,12. (Tăng) các khoản cho vay khách hàng,(122.583.978),(103.032.413),-122583978.0,-103032413.0
13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,13. (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,(1.459.206),(3.528.017),-1459206.0,-3528017.0
14. (Tăng) khác về tài sản hoạt động,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14. (Tăng) khác về tài sản hoạt động,14. (Tăng) khác về tài sản hoạt động,(2.015.102),(1.062.117),-2015102.0,-1062117.0
Những thay đối về công nợ hoạt động,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,155.270.162,118.152.886,155270162.0,118152886.0
15. (Giảm)/Tăng các khoản nợ chính phủ và NHNN,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15. (Giảm)/Tăng các khoản nợ chính phủ và NHNN,15. (Giảm)/Tăng các khoản nợ chính phủ và NHNN,(8.397.101),8.474.115,-8397101.0,8474115.0
"16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác","16. (Giảm) các khoản tiền gửi, tiền vay các TCTD khác",(14.920.576),(3.674.412),-14920576.0,-3674412.0
17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),17. Tăng tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),162.248.013,68.721.285,162248013.0,68721285.0
18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),18. Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),2.988.956,15.566.424,2988956.0,15566424.0
"19. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","19. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(49.055.593),22.401.471,-49055593.0,22401471.0
20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20. (Giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(117.619),(298.159),-117619.0,-298159.0
21. Tăng khác về công nợ hoạt động,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 21. Tăng khác về công nợ hoạt động,21. Tăng khác về công nợ hoạt động,62.526.825,6.962.510,62526825.0,6962510.0
22. Chi từ quỹ của tổ chức tín dụng,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 22. Chi từ quỹ của tổ chức tín dụng,22. Chi từ quỹ của tổ chức tín dụng,(2.743),(348),-2743.0,-348.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYỄN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,33.329.837,1.235.924,33329837.0,1235924.0
