row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016,VNDTriệu VND,USDTriệu VND,VàngTriệu VND,EURTriệu VND,JPYTriệu VND,AUDTriệu VND,CADTriệu VND,Tiền tệ khácTriệu VND,TổngTriệu VND,numeric__VNDTriệu VND,numeric__USDTriệu VND,numeric__VàngTriệu VND,numeric__EURTriệu VND,numeric__JPYTriệu VND,numeric__AUDTriệu VND,numeric__CADTriệu VND,numeric__Tiền tệ khácTriệu VND,numeric__TổngTriệu VND
Tài sản Có khác – gộp,Các công cụ tài chính phải sinh và các tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,8.323.023,202.250,3.151,3,-,-,9,-,8.528.436,8323023.0,202250.0,3151.0,3.0,,,9.0,,8528436.0
,,,226.610.970,11.908.302,322.119,121.113,156.693,23.629,2.561,46.615,239.192.002,226610970.0,11908302.0,322119.0,121113.0,156693.0,23629.0,2561.0,46615.0,239192002.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả và vốn chủ sở hữu > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,696.516,1.538.490,-,13,23,73,-,-,2.235.115,696516.0,1538490.0,,13.0,23.0,73.0,,,2235115.0
Tiền gửi của khách hàng,Nợ phải trả và vốn chủ sở hữu > Tiền gửi của khách hàng,Tiền gửi của khách hàng,196.864.518,9.920.589,-,103.284,105.481,21.309,1.344,34.744,207.051.269,196864518.0,9920589.0,,103284.0,105481.0,21309.0,1344.0,34744.0,207051269.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả và vốn chủ sở hữu > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",91.953,-,-,-,30.744,-,-,-,122.697,91953.0,,,,30744.0,,,,122697.0
Phát hành giấy tờ có giá,Nợ phải trả và vốn chủ sở hữu > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,6.615.000,-,-,-,-,-,-,-,6.615.000,6615000.0,,,,,,,,6615000.0
Các khoản nợ khác,Nợ phải trả và vốn chủ sở hữu > Các khoản nợ khác,Các khoản nợ khác,3.342.090,216.945,-,11.630,2.525,13.397,2.226,5.267,3.594.080,3342090.0,216945.0,,11630.0,2525.0,13397.0,2226.0,5267.0,3594080.0
Vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu > Vốn chủ sở hữu,Vốn chủ sở hữu,14.062.716,-,-,-,-,-,-,-,14.062.716,14062716.0,,,,,,,,14062716.0
,,,221.672.793,11.676.024,-,114.927,138.773,34.779,3.570,40.011,233.680.877,221672793.0,11676024.0,,114927.0,138773.0,34779.0,3570.0,40011.0,233680877.0
Trạng thái tiền tệ nội bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,4.938.177,232.278,322.119,6.186,17.920,(11.150),(1.009),6.604,5.511.125,4938177.0,232278.0,322119.0,6186.0,17920.0,-11150.0,-1009.0,6604.0,5511125.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,(5.261.282),(4.594.665),-,(121.633),(78.874),11.556,703,(11.823),(10.056.018),-5261282.0,-4594665.0,,-121633.0,-78874.0,11556.0,703.0,-11823.0,-10056018.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả và vốn chủ sở hữu > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",(323.105),(4.362.387),322.119,(115.447),(60.954),406,(306),(5.219),(4.544.893),-323105.0,-4362387.0,322119.0,-115447.0,-60954.0,406.0,-306.0,-5219.0,-4544893.0
