row_label_raw,row_label_full,STT CHÌ TIÊU,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Những thay đổi về tài sản hoạt động,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(1.930.148),(952.987),-1930148.0,-952987.0
09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,09. (Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,(371.905),116.629,-371905.0,116629.0
10. (Tăng) các khoản về kinh doanh chứng khoán,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 10. (Tăng) các khoản về kinh doanh chứng khoán,10. (Tăng) các khoản về kinh doanh chứng khoán,(1.756.272),(165.617),-1756272.0,-165617.0
11. Giảm/(Tăng) các khoản cho vay khách hàng,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 11. Giảm/(Tăng) các khoản cho vay khách hàng,11. Giảm/(Tăng) các khoản cho vay khách hàng,113.214,(495.353),113214.0,-495353.0
12. (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 12. (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản,12. (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản,(28.855),(339.140),-28855.0,-339140.0
13. Giảm/(Tăng) khác về tài sản hoạt động,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 13. Giảm/(Tăng) khác về tài sản hoạt động,13. Giảm/(Tăng) khác về tài sản hoạt động,113.670,(69.506),113670.0,-69506.0
Những thay đổi về công nợ hoạt động,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,542.731,(216.135),542731.0,-216135.0
"14. Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 14. Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD","14. Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD",1.164.480,(1.082.519),1164480.0,-1082519.0
15. Tăng tiền gửi của khách hàng,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 15. Tăng tiền gửi của khách hàng,15. Tăng tiền gửi của khách hàng,212.121,453.256,212121.0,453256.0
"16. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 16. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","16. (Giảm)/Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(820.899),423.954,-820899.0,423954.0
17. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 17. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,17. (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(8.811),8.811,-8811.0,8811.0
18. Tăng/(Giảm) khác về công nợ hoạt động,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 18. Tăng/(Giảm) khác về công nợ hoạt động,18. Tăng/(Giảm) khác về công nợ hoạt động,5.220,(12.827),5220.0,-12827.0
19. Chi từ các quỹ của tổ chức tín dụng,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > 19. Chi từ các quỹ của tổ chức tín dụng,19. Chi từ các quỹ của tổ chức tín dụng,(9.380),(6.810),-9380.0,-6810.0
I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG KINH DOANH > I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền thuần từ hoạt động kinh doanh,(1.022.887),(370.695),-1022887.0,-370695.0
LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ,,
01. Mua sắm tài sản cố định,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01. Mua sắm tài sản cố định,01. Mua sắm tài sản cố định,(46.612),(5.178),-46612.0,-5178.0
"02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02. Tiền thu từ thanh lý, nhượng bán tài sản cố định","02. Tiền thu từ thanh lý, nhượng bán tài sản cố định",,22,,22.0
"03. Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03. Tiền chỉ đầu tư, góp vốn vào các đơn vị khác","03. Tiền chỉ đầu tư, góp vốn vào các đơn vị khác",(9.800),(43.475),-9800.0,-43475.0
"04. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ > 04. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","04. Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",6.211,16.568,6211.0,16568.0
II. Lưu chuyển tiền thuần từ hoạt động đầu tư,LƯU CHUYỄN TIỀN THUÂN TỪ HOẠT ĐỘNG ĐẦU TƯ > II. Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền thuần từ hoạt động đầu tư,(50.201),(32.063),-50201.0,-32063.0
