row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1
Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,Thương mại hàng công nghiệp nhẹ vàhàng tiêu dùng,8.148.952,"8,02",7.450.285,"9,39",8148952.0,8.02,7450285.0,9.39
"Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế","Kinh doanh phân bón, hóa chất, các sảnphẩm hóa chất khác, thuốc, hóa dược,dược liệu, thiết bị y tế",560.650,"0,55",750.273,"0,95",560650.0,0.55,750273.0,0.95
"Thương mại xăng, đầu, gas, khí đốt","Thương mại xăng, đầu, gas, khí đốt","Thương mại xăng, đầu, gas, khí đốt",1.017.390,"1,00",1.067.638,"1,35",1017390.0,1.0,1067638.0,1.35
"Kinh doanh sắt thép, xi măng, vật liệu xâydung tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydung tổng hợp khác","Kinh doanh sắt thép, xi măng, vật liệu xâydung tổng hợp khác",2.014.497,"1,98",1.665.960,"2,10",2014497.0,1.98,1665960.0,2.1
Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,Thương mại hàng công nghiệp nặng khác,2.062.717,"2,03",1.672.322,"2,11",2062717.0,2.03,1672322.0,2.11
Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,Kinh doanh vận tải bộ và đường sông,3.672.107,"3,62",931.744,"1,17",3672107.0,3.62,931744.0,1.17
Kinh doanh vận tải biển,Kinh doanh vận tải biển,Kinh doanh vận tải biển,634.813,"0,63",194.383,"0,24",634813.0,0.63,194383.0,0.24
"Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí","Kinh doanh dịch vụ khách sạn, du lịch, ănuống, vui chơi giải trí",199.411,"0,20",213.360,"0,27",199411.0,0.2,213360.0,0.27
Kinh doanh bất động sản và cơ sở ha tầng,Kinh doanh bất động sản và cơ sở ha tầng,Kinh doanh bất động sản và cơ sở ha tầng,12.136.094,"11,95",9.020.505,"11,36",12136094.0,11.95,9020505.0,11.36
Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,Kinh doanh dịch vụ bưu chính viễn thông,422.106,"0,42",710.826,"0,90",422106.0,0.42,710826.0,0.9
"Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác","Dịch vụ công nghệ, khoa học công nghệ,dịch vụ hành chính, hỗ trợ, giáo dục y tế,thống tin và truyền thông khác",2.664.604,"2,62",2.626.868,"3,31",2664604.0,2.62,2626868.0,3.31
Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,Kinh doanh kho bãi và các dịch vụ hỗ trợ,297.192,"0,29",246.885,"0,31",297192.0,0.29,246885.0,0.31
Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,Hoạt động tài chính và chứng khoán,2.809.632,"2,77",4.185.717,"5,28",2809632.0,2.77,4185717.0,5.28
Ngành khác,Ngành khác,Ngành khác,5.285.597,"5,20",5.619.734,"7,07",5285597.0,5.2,5619734.0,7.07
Cả nhân,Cả nhân,Cả nhân,26.557.255,"26,15",22.189.148,"27,97",26557255.0,26.15,22189148.0,27.97
,,,101.562.609,"100,00",79.340.579,"100,00",101562609.0,100.0,79340579.0,100.0
