row_label_raw,row_label_full,col_0,Thuyếtmình,Năm 2021triệu đồng,Năm 2020triệu đồng,numeric__Thuyếtmình,numeric__Năm 2021triệu đồng,numeric__Năm 2020triệu đồng
Giảm/(Tăng) khác về tài sản hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Giảm/(Tăng) khác về tài sản hoạt động,Giảm/(Tăng) khác về tài sản hoạt động,,3.642.818,(1.765.845),,3642818.0,-1765845.0
Những thay đổi về nợ phải trả hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,22.232.135,17.803.124,,22232135.0,17803124.0
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,996.520,(3.307),,996520.0,-3307.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",,12.009.880,9.007.863,,12009880.0,9007863.0
Tăng tiền gửi của khách hàng,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,7.421.611,6.637.546,,7421611.0,6637546.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),,1.411.066,2.738.693,,1411066.0,2738693.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,24.802,44.614,,24802.0,44614.0
Tăng/(Giảm) khác về công nợ hoạt động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tăng/(Giảm) khác về công nợ hoạt động,Tăng/(Giảm) khác về công nợ hoạt động,,368.434,(621.570),,368434.0,-621570.0
Chỉ từ quỹ của tổ chức tin dụng,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chỉ từ quỹ của tổ chức tin dụng,Chỉ từ quỹ của tổ chức tin dụng,,(178),(715),,-178.0,-715.0
Lưu chuyển tiền thuần từ(sử dụng vào) hoạt động kinh doanh,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ(sử dụng vào) hoạt động kinh doanh,,4.376.922,(6.220.780),,4376922.0,-6220780.0
