row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,,,
Giám các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đối về tài sản hoạt động > Giám các khoản tiền gửi tại và cho vay các TCTD khác,Giám các khoản tiền gửi tại và cho vay các TCTD khác,,1.392.653.034.449,613.728.642.844,,1392653034449.0,613728642844.0
Tăng các khoản về kinh doanh chứng khoán,Những thay đối về tài sản hoạt động > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(12.304.212.806.941),(2.821.194.346.585),,-12304212806941.0,-2821194346585.0
Giám các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đối về tài sản hoạt động > Giám các công cụ tài chính phải sinh và các tài sản tài chính khác,Giám các công cụ tài chính phải sinh và các tài sản tài chính khác,,41.473.565.365,318.570.441.702,,41473565365.0,318570441702.0
Tăng các khoản cho vay khách hàng,Những thay đối về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(28.166.325.747.460),(25.046.204.474.079),,-28166325747460.0,-25046204474079.0
"Giám nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đối về tài sản hoạt động > Giám nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giám nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",10,(2.176.894.900.043),(703.276.451.916),10.0,-2176894900043.0,-703276451916.0
Giám/(tăng) khác về tài sản hoạt động,Những thay đối về tài sản hoạt động > Giám/(tăng) khác về tài sản hoạt động,Giám/(tăng) khác về tài sản hoạt động,,818.611.610.576,(1.764.971.222.754),,818611610576.0,-1764971222754.0
Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,,,
Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Những thay đối về công nợ hoạt động > Tăng/(giảm) các khoản nợ Chính phủ và NHNN,Tăng/(giảm) các khoản nợ Chính phủ và NHNN,,3.375.141.098.577,(2.500.235.292.044),,3375141098577.0,-2500235292044.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đối về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,13.968.416.009.731,8.401.222.337.334,,13968416009731.0,8401222337334.0
Tăng tiền gửi của khách hàng,Những thay đối về công nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,16.514.331.125.266,23.738.758.861.273,,16514331125266.0,23738758861273.0
Tăng phát hành giấy tờ có giá,Những thay đối về công nợ hoạt động > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,6.202.387.500.000,5.785.587.500.000,,6202387500000.0,5785587500000.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đối về công nợ hoạt động > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.583.888.255.582,1.189.720.863.332,,1583888255582.0,1189720863332.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đối về công nợ hoạt động > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,356.262.657.844,-,,356262657844.0,
(Giảm)/tăng khác về công nợ hoạt động,Những thay đối về công nợ hoạt động > (Giảm)/tăng khác về công nợ hoạt động,(Giảm)/tăng khác về công nợ hoạt động,,(2.507.905.278.238),2.673.727.398.095,,-2507905278238.0,2673727398095.0
Chi từ các quỹ của tổ chức tin dụng,Những thay đối về công nợ hoạt động > Chi từ các quỹ của tổ chức tin dụng,Chi từ các quỹ của tổ chức tin dụng,22,(10.462.000.000),(6.547.777.779),22.0,-10462000000.0,-6547777779.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đối về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,2.255.246.953.276,16.635.051.970.667,,2255246953276.0,16635051970667.0
