row_label_raw,row_label_full,col_0,Giá trị giao dịch > 2019 VND,Giá trị giao dịch > 2018 VND,numeric__Giá trị giao dịch > 2019 VND,numeric__Giá trị giao dịch > 2018 VND
Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,Công ty Cổ phần Hòa Thọ - Quảng Nam,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Hòa Thọ - Quảng Nam > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,91.907.845,45.839.405,91907845.0,45839405.0
Mua hàng hóa,Công ty Cổ phần Hòa Thọ - Quảng Nam > Mua hàng hóa,Mua hàng hóa,83.166.271.692,89.522.866.675,83166271692.0,89522866675.0
Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,,
Bán hàng hóa và cung cấp dịch vụ,Tổng Công ty May Đức Giang - CTCP > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,20.000.000,79.200.000,20000000.0,79200000.0
Mua hàng hóa và dịch vụ,Tổng Công ty May Đức Giang - CTCP > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,80.683.578.851,11.554.806.416,80683578851.0,11554806416.0
Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần May Hưng Yên > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,239.971.624,202.155.717,239971624.0,202155717.0
Công ty TNHH Mây mặc Xuất khẩu Tân Châu,Công ty TNHH Mây mặc Xuất khẩu Tân Châu,Công ty TNHH Mây mặc Xuất khẩu Tân Châu,Công ty TNHH Mây mặc Xuất khẩu Tân Châu,Công ty TNHH Mây mặc Xuất khẩu Tân Châu,,
Khoản cho vay,Công ty TNHH Mây mặc Xuất khẩu Tân Châu > Khoản cho vay,Khoản cho vay,-,95.665.454,,95665454.0
Hoàn trả gốc vay,Công ty TNHH Mây mặc Xuất khẩu Tân Châu > Hoàn trả gốc vay,Hoàn trả gốc vay,1.470.042.156,-,1470042156.0,
Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định,,
Nhận hỗ trợ vốn cho Dự án di đời Tổng Công ty Cổ phần Đệt May Nam Định,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định > Nhận hỗ trợ vốn cho Dự án di đời Tổng Công ty Cổ phần Đệt May Nam Định,Nhận hỗ trợ vốn cho Dự án di đời Tổng Công ty Cổ phần Đệt May Nam Định,5.000.000.000,12.000.000.000,5000000000.0,12000000000.0
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,,
Thù lao đã trả,Thành viên Hội đồng Quản trị > Thù lao đã trả,Thù lao đã trả,3.160.009.192,3.345.257.204,3160009192.0,3345257204.0
Cơ quan Tổng Giám đốc,Cơ quan Tổng Giám đốc,Cơ quan Tổng Giám đốc,Cơ quan Tổng Giám đốc,Cơ quan Tổng Giám đốc,,
Lương và thù lao đã trả,Cơ quan Tổng Giám đốc > Lương và thù lao đã trả,Lương và thù lao đã trả,3.845.892.767,3.761.689.606,3845892767.0,3761689606.0
