row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,col_8,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__col_8
TSCĐ,Tải sản > TSCĐ,TSCĐ,-,-,-,-,-,-,10.826.743,10.826.743,,,,,,,10826743.0,10826743.0
Tải sản Có khác (*),Tải sản > Tải sản Có khác (*),Tải sản Có khác (*),108.723,-,4.850.693,11.806.940,17.544.784,2.480.233,18.951.282,55.742.655,108723.0,,4850693.0,11806940.0,17544784.0,2480233.0,18951282.0,55742655.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,22.511.697,17.357.811,655.040.421,502.863.256,789.382.020,326.777.031,489.319.511,2.803.251.747,22511697.0,17357811.0,655040421.0,502863256.0,789382020.0,326777031.0,489319511.0,2803251747.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản no Chính phủ và NHNN,Nợ phải trả > Các khoản no Chính phủ và NHNN,Các khoản no Chính phủ và NHNN,-,-,108.497.420,35.795.381,299.556,-,-,144.592.357,,,108497420.0,35795381.0,299556.0,,,144592357.0
Tiền gửi của và vay các TCTD khác,Nợ phải trả > Tiền gửi của và vay các TCTD khác,Tiền gửi của và vay các TCTD khác,-,-,407.808.208,9.540.267,375.640,-,-,417.724.115,,,407808208.0,9540267.0,375640.0,,,417724115.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,224.223.062,323.069.451,775.295.679,471.022.453,121.412,1.793.732.057,,,224223062.0,323069451.0,775295679.0,471022453.0,121412.0,1793732057.0
"Vốn tài trợ, ủy thác đầu tư, cho vay màTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay màTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay màTCTD chịu rủi ro",-,-,-,45.525,46.987,364.201,1.657.185,2.113.898,,,,45525.0,46987.0,364201.0,1657185.0,2113898.0
Phát hành giấy tờ cỏ giả,Nợ phải trả > Phát hành giấy tờ cỏ giả,Phát hành giấy tờ cỏ giả,2.500,-,263.417,45.633.840,74.608.975,22.050,53.499.570,174.030.352,2500.0,,263417.0,45633840.0,74608975.0,22050.0,53499570.0,174030352.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,25.173.069,19.023.972,10.027.482,954.956,672.037,55.851.516,,,25173069.0,19023972.0,10027482.0,954956.0,672037.0,55851516.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,2.500,-,765.965.176,433.108.436,860.654.319,472.363.660,55.950.204,2.588.044.295,2500.0,,765965176.0,433108436.0,860654319.0,472363660.0,55950204.0,2588044295.0
Mức chênh lệch thanh khoản ròng,Nợ phải trả > Mức chênh lệch thanh khoản ròng,Mức chênh lệch thanh khoản ròng,22.509.197,17.357.811,(110.924.755),69.754.820,(71.272.299),(145.586.629),433.369.307,215.207.452,22509197.0,17357811.0,-110924755.0,69754820.0,-71272299.0,-145586629.0,433369307.0,215207452.0
