row_label_raw,row_label_full,col_0,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025Triệu đồng,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024Triệu đồng,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025Triệu đồng,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024Triệu đồng
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,Những thay đổi về tài sản hoạt động > 09,09,(Tăng)/giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,(21.930.299),7.293.627,,-21930299.0,7293627.0
10,Những thay đổi về tài sản hoạt động > 10,10,Giảm/(tăng) các khoản về kinh doanh chứng khoán,2.849.602,(34.188.919),,2849602.0,-34188919.0
11,Những thay đổi về tài sản hoạt động > 11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(276.120),(25.355),,-276120.0,-25355.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(270.318.154),(248.587.038),,-270318154.0,-248587038.0
13,Những thay đổi về tài sản hoạt động > 13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp các khoản tồn thất",(19.121.116),(18.707.196),,-19121116.0,-18707196.0
14,Những thay đổi về tài sản hoạt động > 14,14,(Tăng)/giảm khác về tài sản hoạt động,(6.777.765),14.092.607,,-6777765.0,14092607.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,(Giảm)/tăng các khoản nợ chính phủ và Ngân hàng Nhà nước Việt Nam,(9.691.747),132.469.999,,-9691747.0,132469999.0
16,Những thay đổi về công nợ hoạt động > 16,16,"Tăng/(giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng khác",141.582.860,(28.180.466),,141582860.0,-28180466.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,187.415.372,195.417.647,,187415372.0,195417647.0
18,Những thay đổi về công nợ hoạt động > 18,18,Tăng phát hành giấy tờ có giả,22.352.262,36.302.363,,22352262.0,36302363.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(66.052),(57.829),,-66052.0,-57829.0
20,Những thay đổi về công nợ hoạt động > 20,20,Giảm các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(343.169),(139.750),,-343169.0,-139750.0
21,Những thay đổi về công nợ hoạt động > 21,21,Giảm khác về công nợ hoạt động,(670.722),(2.254.809),,-670722.0,-2254809.0
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG KINH DOANH,82.644.000,102.188.686,,82644000.0,102188686.0
